	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
0	5,0	0,6828717919359798	6,0	0,46322362828685837	0,8021414224994072	0,8402476	0,78008298961295	1	1
1	2,0	0,534249026669399	1,0	0,3698783904481828	0,42112413085089295	-0,3563605	0,2464496616821154	1	0
2	5,0	0,42948072192441855	6,0	0,6677920854818576	0,7993277090544398	0,8054621	0,8115047971484995	1	1
3	2,0	0,9440144344072705	1,0	0,48115175224886686	0,3791874034093877	-0,2841571	0,23359128181646338	1	0
4	1,0	0,7844001526919906	4,0	0,31652799417403776	0,01601660754246048	-1,707572	0,8615640409319852	0	0
5	4,0	0,07348326334214805	1,0	0,6767165303340115	0,7243378802763211	0,66835237	0,8540791484617168	1	1
6	1,0	0,8852067320376201	2,0	0,5721146666327223	0,8922921866710559	0,7789043	0,7491327790271838	1	1
7	3,0	0,6106737140390321	5,0	0,9601303107684697	0,8966221725289844	0,9982014	0,7729564505392214	1	1
8	6,0	0,7857367381583272	4,0	0,561079160720885	0,2254361951879421	-0,30434594	0,7623786573797727	0	0
9	2,0	0,3467236451166884	1,0	0,2908694907025823	0,9797973056693323	0,9945322	0,8030950198888968	1	1
10	5,0	0,8807811241436491	6,0	0,6617771371873941	0,5777767173183815	0,37224114	0,17968163631540507	1	0
11	6,0	0,16327457602654372	4,0	0,6279835939082657	0,517437642892072	0,3016929	0,25879908269356366	1	0
12	6,0	0,6685330671473505	6,0	0,9601165399703576	0,0230970059904535	-0,81229	0,7558802898144248	0	0
13	5,0	0,7045702621180382	2,0	0,4888088479906699	0,7731959976398872	1,0609169	0,7883499103476679	1	1
14	5,0	0,4235383416802132	1,0	0,6070608900716671	0,6258766311995343	0,67741257	0,8157022390984919	1	1
15	6,0	0,03862626893595167	4,0	0,5402407669168422	0,04844557096072344	-1,0014963	0,8224465045088255	0	0
16	1,0	0,4283799618501227	6,0	0,2759942779025568	0,6210176100594054	-0,42708534	0,8075117088850595	0	0
17	3,0	0,6732695374469039	2,0	0,4009534217139974	0,6547933936561368	0,38563094	0,2121263473688984	1	0
18	6,0	0,702212682797851	2,0	0,003633482756275286	0,2649600892175733	-0,22620451	0,26451617922416115	1	0
19	5,0	0,16607323412466923	1,0	0,5376951724364816	0,9953549509689749	1,5443718	0,9228236689732526	1	1
20	6,0	0,5930363914205637	6,0	0,48632666477514586	0,4845887235215607	0,18813479	0,7443435703702139	0	0
21	4,0	0,33572023200337286	4,0	0,6231055764717477	0,4247500495043417	-0,22419423	0,7623685522189458	0	0
22	4,0	0,2638333519896988	5,0	0,227208929519223	0,03848592652902216	-1,4101008	0,9031096652748968	0	0
23	5,0	0,7002287716976658	2,0	0,6696329109892912	0,5135617915663719	0,3964186	0,18847302655461412	1	0
24	4,0	0,6726507233236044	2,0	0,9655954396541109	0,7108682724024836	0,86362064	0,7655183459949023	1	1
25	1,0	0,5918942479066998	3,0	0,6374700173478886	0,514742153361501	-0,3249992	0,7592953598517161	0	0
26	3,0	0,22574794708514545	2,0	0,5786356201037378	0,36518943857511144	-0,45367533	0,7619854507902611	0	0
27	1,0	0,1597040822639576	4,0	0,7738148924066346	0,5427022771907977	-0,38536787	0,7636276653925785	0	0
28	6,0	0,3095281687555965	6,0	0,6481897232896198	0,9139818008855324	1,2565545	0,8938306437749032	1	1
29	3,0	0,6174843890551059	3,0	0,6696546782282942	0,7921844242319777	0,7648188	0,7704822795617952	1	1
30	4,0	0,852335218896013	2,0	0,6568166881846229	0,13414655887117055	-0,66570675	0,7557058981861767	0	0
31	5,0	0,2836500131015284	2,0	0,9065774517901949	0,06353001337660591	-0,8340065	0,753536390804652	0	0
32	4,0	0,23115578309471485	5,0	0,9495742801954543	0,5151008904186826	-0,0048860908	0,7352492805990019	0	0
33	3,0	0,09106164736214206	1,0	0,08958079364776184	0,5618581577588347	-0,08362973	0,26022506499978226	1	0
34	4,0	0,15408874502083902	4,0	0,9092549321022354	0,5731011767684953	0,15999782	0,24173842026689923	1	0
35	3,0	0,38092736832670016	4,0	0,9162103186598991	0,7933689875571824	0,6906192	0,7798412174176672	1	1
36	5,0	0,6283048233686165	5,0	0,1473837933790184	0,047370568839888216	-1,1504176	0,9130133614632127	0	0
37	5,0	0,17877793134739972	3,0	0,23363221338924478	0,0865815335577288	-1,0542476	0,8342770469924409	0	0
38	6,0	0,21384225899295528	4,0	0,2197315126268663	0,24565851419459483	-0,5203279	0,8349651054446413	0	0
39	2,0	0,5555856372297676	3,0	0,1828118414925387	0,18470844095709127	-1,1825197	0,8247290462333804	0	0
40	2,0	0,13064145965498275	6,0	0,49115522316349347	0,22460914972410295	-1,2983538	0,8461931237781085	0	0
41	3,0	0,7117801388801038	4,0	0,2875412864129314	0,39589925898390343	-0,45383438	0,7865086524441255	0	0
42	4,0	0,9451569473660811	6,0	0,3694913162049702	0,5703117112668642	0,11924118	0,7278915366647978	0	0
43	1,0	0,8082832290039883	6,0	0,6145611103809506	0,5096429858369661	-0,45781013	0,780086670837664	0	0
44	2,0	0,4007449661600595	4,0	0,05921922402161861	0,48862611478097084	-0,5358219	0,8138639154391712	0	0
45	6,0	0,9199153153446472	6,0	0,381468949546901	0,7385831678242648	0,86945605	0,7398566989307505	1	1
46	5,0	0,268163686611975	5,0	0,28318615637825717	0,7401824327970181	0,56921417	0,8475240926327058	1	1
47	4,0	0,9958340751514659	2,0	0,6311741556720931	0,8961843336246577	1,3178186	0,7451617589665529	1	1
48	4,0	0,572708943895295	2,0	0,7005212606011998	0,19547583401303992	-0,56171453	0,7514196971780271	0	0
49	6,0	0,24556138702734231	3,0	0,8264423356669481	0,24273071717220995	-0,25037098	0,7515274131041072	0	0
50	1,0	0,9735790611722333	1,0	0,6491131082966575	0,044510686281005185	-1,2636609	0,762163916799376	0	0
51	3,0	0,9004788513616225	3,0	0,6071028327030291	0,3128818752652689	-0,44190833	0,7485279066444928	0	0
52	5,0	0,6779806942496502	5,0	0,49048427238009285	0,18186549430709886	-0,6692155	0,8111564799726435	0	0
53	5,0	0,0668807983471893	3,0	0,8667038343937346	0,051214133289914865	-0,9391813	0,7650950976431737	0	0
54	3,0	0,5646733050841243	1,0	0,2669394051556079	0,8197090410932059	0,8078501	0,7925998717345745	1	1
55	4,0	0,16854744178542302	4,0	0,8492942064115568	0,2082519051127072	-0,72465074	0,76403678318474	0	0
56	3,0	0,5366658816741994	3,0	0,9847666228249904	0,6736725920709822	0,5150125	0,7488473946307466	1	1
57	2,0	0,9668126505573309	1,0	0,5987357561259571	0,10803191743342577	-0,9369036	0,7562092353889023	0	0
58	3,0	0,2393853841028194	1,0	0,08664092661224909	0,4545953185332544	-0,27902222	0,25715332873627206	1	0
59	6,0	0,9456817443222805	3,0	0,11370505357474303	0,32095966852547664	-0,10762298	0,7493473269785318	0	0
60	2,0	0,649123884422635	6,0	0,8596374148534536	0,007931014250595947	-1,5861028	0,7843833243060615	0	0
61	4,0	0,3070991912292329	5,0	0,4880643633305516	0,47062460436611364	-0,22851068	0,7823715378963012	0	0
62	3,0	0,10513693207757879	3,0	0,07729368213606391	0,0708595060229229	-1,4754698	0,8562342316130106	0	0
63	3,0	0,15350072891375932	6,0	0,2807007322531083	0,3116381482860249	-0,9948638	0,8678049586057843	0	0
64	6,0	0,6871791836074637	2,0	0,691397874279583	0,7573211602202061	1,2067546	0,7952441530731581	1	1
65	3,0	0,7870431389246435	4,0	0,10671606480349338	0,25579886986094225	-0,8409133	0,8356315591677926	0	0
