	individual	fp	fn	tp	tn
0	<Individual.Individual object at 0x34b85c550>	0	0	43	57
1	<Individual.Individual object at 0x34e3f8940>	0	0	43	57
2	<Individual.Individual object at 0x34e9643a0>	0	0	43	57
3	<Individual.Individual object at 0x3238dbe50>	0	0	43	57
4	<Individual.Individual object at 0x3248ff370>	0	0	43	57
5	<Individual.Individual object at 0x321be3310>	0	0	43	57
6	<Individual.Individual object at 0x34b5e5490>	0	0	43	57
7	<Individual.Individual object at 0x34bca1d30>	0	0	43	57
8	<Individual.Individual object at 0x34e4faa30>	0	0	43	57
9	<Individual.Individual object at 0x34e71f0a0>	0	0	43	57
10	<Individual.Individual object at 0x324c2b820>	0	0	43	57
11	<Individual.Individual object at 0x3248d60a0>	0	0	43	57
12	<Individual.Individual object at 0x349ecd8b0>	0	0	43	57
13	<Individual.Individual object at 0x349edad60>	0	0	43	57
14	<Individual.Individual object at 0x34af78370>	0	0	43	57
15	<Individual.Individual object at 0x34b5f8a00>	0	0	43	57
16	<Individual.Individual object at 0x323b3dc10>	0	0	43	57
17	<Individual.Individual object at 0x323b39bb0>	0	0	43	57
18	<Individual.Individual object at 0x3243da4c0>	0	0	43	57
19	<Individual.Individual object at 0x3242e63d0>	0	0	43	57
20	<Individual.Individual object at 0x34bc02ac0>	0	0	43	57
21	<Individual.Individual object at 0x3248b0340>	0	0	43	57
22	<Individual.Individual object at 0x3243d6ac0>	0	0	43	57
23	<Individual.Individual object at 0x3245159d0>	0	0	43	57
24	<Individual.Individual object at 0x16c22d970>	0	0	43	57
25	<Individual.Individual object at 0x324861ee0>	0	0	43	57
26	<Individual.Individual object at 0x3248b9460>	0	0	43	57
27	<Individual.Individual object at 0x349a59bb0>	0	0	43	57
28	<Individual.Individual object at 0x3249f31f0>	0	0	43	57
29	<Individual.Individual object at 0x324c97eb0>	0	0	43	57
30	<Individual.Individual object at 0x349c39790>	0	0	43	57
31	<Individual.Individual object at 0x349eb9100>	0	0	43	57
32	<Individual.Individual object at 0x349e8f700>	0	0	43	57
33	<Individual.Individual object at 0x349e7dfa0>	0	0	43	57
34	<Individual.Individual object at 0x34a801b20>	0	0	43	57
35	<Individual.Individual object at 0x34ab18160>	0	0	43	57
36	<Individual.Individual object at 0x34abcc550>	0	0	43	57
37	<Individual.Individual object at 0x34ab4b8e0>	0	0	43	57
38	<Individual.Individual object at 0x34ad36880>	0	0	43	57
39	<Individual.Individual object at 0x34aec6370>	0	0	43	57
40	<Individual.Individual object at 0x34af28f70>	0	0	43	57
41	<Individual.Individual object at 0x3238457f0>	0	0	43	57
42	<Individual.Individual object at 0x34b33bee0>	0	0	43	57
43	<Individual.Individual object at 0x322edd850>	0	0	43	57
44	<Individual.Individual object at 0x34b522c70>	0	0	43	57
45	<Individual.Individual object at 0x34bc6a190>	0	0	43	57
46	<Individual.Individual object at 0x34bceaaf0>	0	0	43	57
47	<Individual.Individual object at 0x349db4ee0>	0	0	43	57
48	<Individual.Individual object at 0x3229862b0>	0	0	43	57
49	<Individual.Individual object at 0x322bed220>	0	0	43	57
50	<Individual.Individual object at 0x3238768e0>	0	0	43	57
51	<Individual.Individual object at 0x3228931f0>	0	0	43	57
52	<Individual.Individual object at 0x34e9719a0>	0	0	43	57
53	<Individual.Individual object at 0x34e72a9a0>	0	0	43	57
54	<Individual.Individual object at 0x34e443130>	0	0	43	57
55	<Individual.Individual object at 0x34e46bfa0>	0	0	43	57
56	<Individual.Individual object at 0x32488aa60>	0	0	43	57
57	<Individual.Individual object at 0x349e40490>	0	0	43	57
58	<Individual.Individual object at 0x3249ad280>	0	0	43	57
59	<Individual.Individual object at 0x34af4fa90>	0	0	43	57
60	<Individual.Individual object at 0x323fd0f70>	0	0	43	57
61	<Individual.Individual object at 0x3238f4a90>	0	0	43	57
62	<Individual.Individual object at 0x3238f2910>	0	0	43	57
63	<Individual.Individual object at 0x34e955b80>	0	0	43	57
64	<Individual.Individual object at 0x34e9b71c0>	0	0	43	57
65	<Individual.Individual object at 0x34b8faeb0>	0	0	43	57
66	<Individual.Individual object at 0x34b8cc550>	0	0	43	57
67	<Individual.Individual object at 0x322e99a00>	0	0	43	57
68	<Individual.Individual object at 0x349ed19d0>	0	0	43	57
69	<Individual.Individual object at 0x3224a5730>	0	0	43	57
70	<Individual.Individual object at 0x34e72fdf0>	0	0	43	57
71	<Individual.Individual object at 0x34e91c1f0>	0	0	43	57
72	<Individual.Individual object at 0x321c11610>	0	0	43	57
73	<Individual.Individual object at 0x34b10a520>	0	0	43	57
74	<Individual.Individual object at 0x3248b7dc0>	0	0	43	57
75	<Individual.Individual object at 0x322b0aaf0>	0	0	43	57
76	<Individual.Individual object at 0x349a907f0>	0	0	43	57
77	<Individual.Individual object at 0x349ab2520>	0	0	43	57
78	<Individual.Individual object at 0x34afd8ac0>	0	0	43	57
79	<Individual.Individual object at 0x324c13f70>	0	0	43	57
80	<Individual.Individual object at 0x324c27ca0>	0	0	43	57
81	<Individual.Individual object at 0x34bc2a9a0>	0	0	43	57
82	<Individual.Individual object at 0x322ebf6d0>	0	0	43	57
83	<Individual.Individual object at 0x34b5e7400>	0	0	43	57
84	<Individual.Individual object at 0x34b5d1e20>	0	0	43	57
85	<Individual.Individual object at 0x321bd2e50>	0	0	43	57
86	<Individual.Individual object at 0x349ea9b80>	0	0	43	57
87	<Individual.Individual object at 0x349eb8880>	0	0	43	57
88	<Individual.Individual object at 0x34af8e5b0>	0	0	43	57
89	<Individual.Individual object at 0x323fd3b50>	0	0	43	57
