	true_y	pred_y
771	1,0	True
772	1,0	True
773	0,0	True
774	0,0	False
775	1,0	True
776	0,0	True
777	1,0	True
778	1,0	True
779	1,0	True
780	1,0	True
781	1,0	True
782	1,0	True
783	1,0	True
784	1,0	True
785	1,0	False
786	1,0	True
787	0,0	True
788	1,0	True
789	0,0	False
790	0,0	False
791	0,0	False
792	1,0	True
793	1,0	True
794	1,0	True
795	0,0	False
796	0,0	False
797	0,0	False
798	0,0	True
799	0,0	True
800	1,0	False
801	1,0	False
802	0,0	True
803	1,0	False
804	0,0	True
805	1,0	False
806	1,0	False
807	1,0	False
808	1,0	True
809	1,0	True
810	1,0	False
811	1,0	True
812	0,0	True
813	1,0	False
814	1,0	True
815	1,0	True
816	0,0	True
817	0,0	True
818	0,0	True
819	1,0	False
820	0,0	True
821	1,0	False
822	0,0	True
823	1,0	True
824	1,0	True
825	1,0	True
826	1,0	False
827	1,0	False
828	1,0	False
829	1,0	False
830	1,0	False
831	0,0	True
832	1,0	True
833	1,0	True
834	0,0	True
835	1,0	True
836	1,0	True
837	0,0	False
838	0,0	True
839	0,0	True
840	1,0	True
841	0,0	True
842	1,0	True
843	1,0	False
844	0,0	True
845	1,0	True
846	0,0	True
847	1,0	False
848	0,0	True
849	1,0	True
850	1,0	True
851	1,0	False
852	1,0	False
853	0,0	True
854	1,0	False
855	1,0	False
856	0,0	True
857	1,0	True
858	1,0	False
859	0,0	True
860	1,0	False
861	1,0	True
862	0,0	True
863	0,0	True
864	0,0	True
865	0,0	True
866	1,0	False
867	0,0	True
868	0,0	True
869	0,0	False
870	1,0	True
871	1,0	True
872	1,0	False
873	0,0	True
874	0,0	True
875	1,0	False
876	0,0	True
877	1,0	False
878	1,0	False
879	1,0	False
880	1,0	True
881	1,0	False
882	1,0	False
883	1,0	False
884	1,0	True
885	1,0	True
886	1,0	False
887	0,0	True
888	1,0	False
889	0,0	True
890	0,0	True
891	0,0	True
892	1,0	False
893	1,0	False
894	1,0	True
895	0,0	True
896	0,0	True
897	0,0	True
898	0,0	True
899	0,0	True
900	1,0	False
901	1,0	True
902	0,0	False
903	1,0	True
904	0,0	False
905	1,0	True
906	1,0	True
907	1,0	True
908	1,0	True
909	1,0	False
910	1,0	True
911	1,0	False
912	0,0	True
913	1,0	False
914	1,0	False
915	1,0	True
916	0,0	True
917	0,0	False
918	0,0	True
919	1,0	True
920	0,0	False
921	1,0	True
922	0,0	False
923	1,0	True
924	1,0	False
925	1,0	True
926	1,0	False
927	1,0	True
928	1,0	True
929	1,0	True
930	1,0	True
931	0,0	False
932	1,0	True
933	1,0	False
934	0,0	False
935	1,0	True
936	1,0	True
937	0,0	True
938	0,0	False
939	0,0	True
940	1,0	False
941	0,0	True
942	1,0	True
943	1,0	True
944	0,0	True
945	1,0	True
946	0,0	True
947	1,0	True
948	0,0	False
949	1,0	True
950	1,0	False
951	1,0	True
952	1,0	True
953	0,0	False
954	1,0	True
955	1,0	False
956	0,0	False
957	1,0	False
958	1,0	True
959	0,0	True
960	1,0	True
961	1,0	False
962	0,0	False
963	0,0	True
964	0,0	True
965	0,0	False
966	1,0	True
967	0,0	False
968	0,0	True
969	0,0	True
970	1,0	False
971	1,0	True
972	1,0	False
973	0,0	True
974	0,0	False
975	1,0	True
976	0,0	True
977	1,0	True
978	1,0	True
979	1,0	True
980	1,0	True
981	1,0	True
982	1,0	True
983	1,0	True
984	1,0	True
985	1,0	False
986	1,0	True
987	0,0	False
988	1,0	True
989	0,0	False
990	0,0	False
991	0,0	False
992	1,0	True
993	1,0	True
994	1,0	True
995	0,0	False
996	0,0	False
997	0,0	False
998	0,0	True
999	0,0	False
1000	1,0	False
1001	1,0	True
1002	0,0	True
1003	1,0	True
1004	0,0	True
1005	1,0	True
1006	1,0	True
1007	1,0	True
1008	1,0	True
1009	1,0	True
1010	1,0	False
1011	1,0	False
1012	0,0	True
1013	1,0	True
1014	1,0	True
1015	1,0	True
1016	0,0	True
1017	0,0	True
1018	0,0	True
1019	1,0	True
1020	0,0	False
1021	1,0	False
1022	0,0	True
1023	1,0	False
1024	1,0	False
1025	1,0	True
1026	1,0	True
1027	1,0	True
1028	1,0	True
1029	1,0	True
1030	1,0	True
1031	0,0	False
1032	1,0	True
1033	1,0	False
1034	0,0	True
1035	1,0	True
1036	1,0	False
1037	0,0	True
1038	0,0	True
1039	0,0	True
1040	1,0	False
1041	0,0	True
1042	1,0	True
1043	1,0	False
1044	0,0	True
1045	1,0	True
1046	0,0	True
1047	1,0	True
1048	0,0	True
1049	1,0	True
1050	1,0	False
1051	1,0	True
1052	1,0	True
1053	0,0	True
1054	1,0	True
1055	1,0	False
1056	0,0	False
1057	1,0	False
1058	1,0	True
1059	0,0	True
1060	1,0	True
1061	1,0	False
1062	0,0	True
1063	0,0	True
1064	0,0	True
1065	0,0	False
1066	1,0	True
1067	0,0	False
1068	0,0	True
1069	0,0	True
1070	1,0	False
1071	1,0	True
1072	1,0	False
1073	0,0	True
1074	0,0	True
1075	1,0	False
1076	0,0	True
1077	1,0	True
1078	1,0	False
1079	1,0	True
1080	1,0	True
1081	1,0	True
1082	1,0	True
1083	1,0	False
1084	1,0	True
1085	1,0	True
1086	1,0	True
1087	0,0	True
1088	1,0	False
1089	0,0	False
1090	0,0	True
1091	0,0	True
1092	1,0	True
1093	1,0	False
1094	1,0	False
1095	0,0	True
1096	0,0	True
1097	0,0	False
1098	0,0	True
1099	0,0	False
1100	1,0	False
1101	1,0	True
1102	0,0	False
1103	1,0	True
1104	0,0	True
1105	1,0	True
1106	1,0	True
1107	1,0	True
1108	1,0	True
1109	1,0	False
1110	1,0	True
1111	1,0	False
1112	0,0	True
1113	1,0	False
1114	1,0	True
1115	1,0	True
1116	0,0	True
1117	0,0	False
1118	0,0	True
1119	1,0	True
1120	0,0	False
1121	1,0	True
1122	0,0	True
1123	1,0	True
1124	1,0	False
1125	1,0	True
1126	1,0	True
1127	1,0	True
1128	1,0	True
1129	1,0	True
1130	1,0	True
1131	0,0	False
1132	1,0	True
1133	1,0	False
1134	0,0	False
1135	1,0	True
1136	1,0	True
1137	0,0	False
1138	0,0	False
1139	0,0	False
1140	1,0	False
1141	0,0	True
1142	1,0	True
1143	1,0	False
1144	0,0	True
1145	1,0	True
1146	0,0	True
1147	1,0	True
1148	0,0	True
1149	1,0	True
1150	1,0	False
1151	1,0	True
1152	1,0	True
1153	0,0	True
1154	1,0	False
1155	1,0	False
1156	0,0	False
1157	1,0	False
1158	1,0	True
1159	0,0	True
1160	1,0	True
1161	1,0	False
1162	0,0	True
1163	0,0	True
1164	0,0	True
1165	0,0	False
1166	1,0	True
1167	0,0	False
1168	0,0	True
1169	0,0	False
1170	1,0	False
1171	1,0	True
1172	1,0	False
1173	0,0	True
1174	0,0	True
1175	1,0	True
1176	0,0	True
1177	1,0	True
1178	1,0	True
1179	1,0	True
1180	1,0	True
1181	1,0	True
1182	1,0	False
1183	1,0	True
1184	1,0	True
1185	1,0	True
1186	1,0	True
1187	0,0	True
1188	1,0	False
1189	0,0	False
1190	0,0	False
1191	0,0	True
1192	1,0	True
1193	1,0	True
1194	1,0	True
1195	0,0	False
1196	0,0	False
1197	0,0	False
1198	0,0	True
1199	0,0	False
1200	1,0	False
1201	1,0	True
1202	0,0	True
1203	1,0	True
1204	0,0	True
1205	1,0	True
1206	1,0	True
1207	1,0	True
1208	1,0	True
1209	1,0	True
1210	1,0	True
1211	1,0	True
1212	0,0	True
1213	1,0	True
1214	1,0	True
1215	1,0	True
1216	0,0	True
1217	0,0	True
1218	0,0	True
1219	1,0	True
1220	0,0	False
1221	1,0	True
1222	0,0	True
1223	1,0	False
1224	1,0	False
1225	1,0	True
1226	1,0	True
1227	1,0	True
1228	1,0	True
1229	1,0	True
1230	1,0	True
1231	0,0	False
1232	1,0	True
1233	1,0	False
1234	0,0	True
1235	1,0	True
1236	1,0	True
1237	0,0	True
1238	0,0	True
1239	0,0	True
1240	1,0	False
1241	0,0	True
1242	1,0	True
1243	1,0	True
1244	0,0	True
1245	1,0	True
1246	0,0	True
1247	1,0	True
1248	0,0	True
1249	1,0	True
1250	1,0	False
1251	1,0	True
1252	1,0	True
1253	0,0	True
1254	1,0	True
1255	1,0	True
1256	0,0	True
1257	1,0	False
1258	1,0	True
1259	0,0	True
1260	1,0	True
1261	1,0	True
1262	0,0	True
1263	0,0	True
1264	0,0	True
1265	0,0	False
1266	1,0	True
1267	0,0	False
1268	0,0	True
1269	0,0	True
1270	1,0	False
1271	1,0	True
1272	1,0	True
1273	0,0	True
1274	0,0	True
1275	1,0	True
1276	0,0	False
1277	1,0	True
1278	1,0	True
1279	1,0	True
1280	1,0	True
1281	1,0	True
1282	1,0	True
1283	1,0	True
1284	1,0	True
1285	1,0	True
1286	1,0	True
1287	0,0	True
1288	1,0	True
1289	0,0	True
1290	0,0	True
1291	0,0	True
1292	1,0	True
1293	1,0	True
1294	1,0	False
1295	0,0	True
1296	0,0	True
1297	0,0	False
1298	0,0	True
1299	0,0	False
1300	1,0	True
1301	1,0	True
1302	0,0	False
1303	1,0	True
1304	0,0	False
1305	1,0	True
1306	1,0	True
1307	1,0	False
1308	1,0	True
1309	1,0	True
1310	1,0	True
1311	1,0	False
1312	0,0	False
1313	1,0	True
1314	1,0	False
1315	1,0	True
1316	0,0	False
1317	0,0	True
1318	0,0	False
1319	1,0	True
1320	0,0	True
1321	1,0	True
1322	0,0	False
1323	1,0	True
1324	1,0	False
1325	1,0	True
1326	1,0	False
1327	1,0	True
1328	1,0	True
1329	1,0	True
1330	1,0	True
1331	0,0	False
1332	1,0	False
1333	1,0	True
1334	0,0	False
1335	1,0	True
1336	1,0	True
1337	0,0	True
1338	0,0	False
1339	0,0	True
1340	1,0	True
1341	0,0	True
1342	1,0	True
1343	1,0	True
1344	0,0	False
1345	1,0	True
1346	0,0	True
1347	1,0	True
1348	0,0	False
1349	1,0	True
1350	1,0	True
1351	1,0	True
1352	1,0	True
1353	0,0	False
1354	1,0	True
1355	1,0	True
1356	0,0	False
1357	1,0	False
1358	1,0	True
1359	0,0	False
1360	1,0	True
1361	1,0	False
1362	0,0	False
1363	0,0	False
1364	0,0	True
1365	0,0	True
1366	1,0	True
1367	0,0	False
1368	0,0	False
1369	0,0	True
1370	1,0	True
1371	1,0	False
1372	1,0	True
1373	0,0	True
1374	0,0	False
1375	1,0	True
1376	0,0	False
1377	1,0	True
1378	1,0	True
1379	1,0	True
1380	1,0	True
1381	1,0	True
1382	1,0	True
1383	1,0	True
1384	1,0	False
1385	1,0	False
1386	1,0	True
1387	0,0	False
1388	1,0	True
1389	0,0	False
1390	0,0	False
1391	0,0	False
1392	1,0	True
1393	1,0	True
1394	1,0	True
1395	0,0	False
1396	0,0	False
1397	0,0	False
1398	0,0	True
1399	0,0	True
1400	1,0	True
1401	1,0	True
1402	0,0	False
1403	1,0	True
1404	0,0	False
1405	1,0	True
1406	1,0	False
1407	1,0	False
1408	1,0	False
1409	1,0	False
1410	1,0	True
1411	1,0	False
1412	0,0	True
1413	1,0	False
1414	1,0	True
1415	1,0	False
1416	0,0	True
1417	0,0	True
1418	0,0	True
1419	1,0	True
1420	0,0	True
1421	1,0	True
1422	0,0	False
1423	1,0	True
1424	1,0	False
1425	1,0	True
1426	1,0	True
1427	1,0	False
1428	1,0	True
1429	1,0	True
1430	1,0	True
1431	0,0	True
1432	1,0	False
1433	1,0	True
1434	0,0	False
1435	1,0	False
1436	1,0	True
1437	0,0	True
1438	0,0	False
1439	0,0	False
1440	1,0	True
1441	0,0	True
1442	1,0	False
1443	1,0	True
1444	0,0	True
1445	1,0	False
1446	0,0	True
1447	1,0	True
1448	0,0	False
1449	1,0	False
1450	1,0	True
1451	1,0	False
1452	1,0	True
1453	0,0	False
1454	1,0	True
1455	1,0	True
1456	0,0	False
1457	1,0	True
1458	1,0	True
1459	0,0	False
1460	1,0	False
1461	1,0	False
1462	0,0	False
1463	0,0	False
1464	0,0	True
1465	0,0	True
1466	1,0	True
1467	0,0	False
1468	0,0	False
1469	0,0	True
1470	1,0	False
1471	1,0	True
1472	1,0	False
1473	0,0	True
1474	0,0	True
1475	1,0	True
1476	0,0	True
1477	1,0	False
1478	1,0	True
1479	1,0	True
1480	1,0	True
1481	1,0	True
1482	1,0	True
1483	1,0	False
1484	1,0	True
1485	1,0	True
1486	1,0	True
1487	0,0	False
1488	1,0	False
1489	0,0	False
1490	0,0	False
1491	0,0	False
1492	1,0	True
1493	1,0	True
1494	1,0	True
1495	0,0	True
1496	0,0	False
1497	0,0	True
1498	0,0	True
1499	0,0	True
1500	1,0	False
1501	1,0	True
1502	0,0	True
1503	1,0	True
1504	0,0	True
1505	1,0	True
1506	1,0	True
1507	1,0	True
1508	1,0	True
1509	1,0	True
1510	1,0	True
1511	1,0	False
1512	0,0	True
1513	1,0	True
1514	1,0	False
1515	1,0	True
1516	0,0	True
1517	0,0	True
1518	0,0	True
1519	1,0	True
1520	0,0	False
1521	1,0	True
1522	0,0	True
1523	1,0	True
1524	1,0	False
1525	1,0	True
1526	1,0	False
1527	1,0	True
1528	1,0	True
1529	1,0	True
1530	1,0	True
1531	0,0	False
1532	1,0	True
1533	1,0	False
1534	0,0	False
1535	1,0	True
1536	1,0	True
1537	0,0	True
1538	0,0	True
1539	0,0	True
1540	1,0	False
1541	0,0	True
1542	1,0	True
1543	1,0	True
1544	0,0	True
1545	1,0	True
1546	0,0	True
1547	1,0	True
1548	0,0	True
1549	1,0	True
1550	1,0	False
1551	1,0	True
1552	1,0	True
1553	0,0	True
1554	1,0	True
1555	1,0	False
1556	0,0	False
1557	1,0	False
1558	1,0	True
1559	0,0	True
1560	1,0	True
1561	1,0	False
1562	0,0	True
1563	0,0	True
1564	0,0	True
1565	0,0	False
1566	1,0	True
1567	0,0	False
1568	0,0	True
1569	0,0	True
1570	1,0	True
1571	1,0	False
1572	1,0	True
1573	0,0	False
1574	0,0	False
1575	1,0	False
1576	0,0	False
1577	1,0	True
1578	1,0	True
1579	1,0	True
1580	1,0	False
1581	1,0	True
1582	1,0	True
1583	1,0	True
1584	1,0	True
1585	1,0	False
1586	1,0	True
1587	0,0	True
1588	1,0	True
1589	0,0	True
1590	0,0	False
1591	0,0	True
1592	1,0	True
1593	1,0	True
1594	1,0	True
1595	0,0	False
1596	0,0	True
1597	0,0	False
1598	0,0	True
1599	0,0	False
1600	1,0	True
1601	1,0	True
1602	0,0	True
1603	1,0	True
1604	0,0	True
1605	1,0	False
1606	1,0	True
1607	1,0	False
1608	1,0	True
1609	1,0	True
1610	1,0	True
1611	1,0	True
1612	0,0	True
1613	1,0	True
1614	1,0	True
1615	1,0	True
1616	0,0	True
1617	0,0	True
1618	0,0	True
1619	1,0	True
1620	0,0	True
1621	1,0	True
1622	0,0	True
1623	1,0	True
1624	1,0	True
1625	1,0	True
1626	1,0	False
1627	1,0	True
1628	1,0	True
1629	1,0	False
1630	1,0	True
1631	0,0	False
1632	1,0	True
1633	1,0	True
1634	0,0	False
1635	1,0	True
1636	1,0	True
1637	0,0	False
1638	0,0	True
1639	0,0	True
1640	1,0	True
1641	0,0	False
1642	1,0	True
1643	1,0	True
1644	0,0	False
1645	1,0	True
1646	0,0	True
1647	1,0	True
1648	0,0	True
1649	1,0	True
1650	1,0	True
1651	1,0	True
1652	1,0	False
1653	0,0	True
1654	1,0	True
1655	1,0	True
1656	0,0	True
1657	1,0	False
1658	1,0	True
1659	0,0	True
1660	1,0	True
