	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
0	5,0	0,43440782746282813	1,0	0,20789386358277173	0,08588592783783167	-0,8804501	0,7723969903890285	0	0
1	1,0	0,6380670584196743	4,0	0,9139744026201028	0,06336985244680393	-1,4096922	0,7617442690219133	0	0
2	1,0	0,10118589417082802	6,0	0,4323595988090069	0,9841713984126332	0,64372504	0,7851468853522819	1	1
3	2,0	0,7991606189222947	6,0	0,36343094202927917	0,0013632678551058763	-1,6923262	0,9088345217938717	0	0
4	6,0	0,7169923183886151	4,0	0,3177686579336223	0,9340474145517794	1,4384971	0,8125927042326629	1	1
5	5,0	0,9024753677150186	5,0	0,37427583928330366	0,49568649752413296	0,16387242	0,7225450601979893	0	0
6	1,0	0,8905744986718731	2,0	0,881539340762956	0,052609753828440686	-1,2345259	0,7574001683788101	0	0
7	4,0	0,9449663466039332	2,0	0,275284490754374	0,8277638585859209	1,0693016	0,7536413166746453	1	1
8	3,0	0,4399147905999873	3,0	0,9566805252775947	0,22351189680577854	-0,76193887	0,7419138584348313	0	0
9	1,0	0,08876389670909468	5,0	0,36782752375539884	0,12474540988217897	-1,6351494	0,8648119341341028	0	0
10	2,0	0,9415227748646126	1,0	0,3133051321529611	0,42410536677082133	-0,21388528	0,23320225689771057	1	0
11	5,0	0,849307117450729	3,0	0,7559750790265964	0,5465529828884654	0,54729223	0,7243093453542093	1	1
12	1,0	0,5747178156751748	1,0	0,7505295665375638	0,43167269661018903	-0,28768647	0,7455704528934488	0	0
13	5,0	0,3315243709399285	1,0	0,6358046753214901	0,07731340807364706	-0,7772502	0,7586617395016223	0	0
14	6,0	0,39855778642082085	6,0	0,9994776748130789	0,26321316005592055	-0,37979454	0,7238697969737944	0	0
15	6,0	0,8033813019643103	1,0	0,4930459487700356	0,4721278796640831	0,51178443	0,7623629084847977	1	1
16	3,0	0,18658242067429565	6,0	0,7115878873245443	0,30552960207315727	-0,78711724	0,7929476120713533	0	0
17	2,0	0,8202852401578417	1,0	0,9836637997427496	0,8657442188184646	1,1906468	0,7574629782035389	1	1
18	3,0	0,3257116889822669	1,0	0,4841232233177769	0,4641220242310292	-0,104436785	0,24262237906734252	1	0
19	1,0	0,6937833944414079	5,0	0,8581491048751498	0,41168103429216796	-0,54057395	0,7554854330885225	0	0
20	6,0	0,40780663096537884	6,0	0,26295038294639406	0,7487011021160047	0,7448375	0,8443241716573519	1	1
21	6,0	0,4410459481085244	6,0	0,678137692862444	0,9499879625226333	1,4232643	0,8742711432974755	1	1
22	2,0	0,775698866989043	5,0	0,6933890817189242	0,6037807286714907	0,089404106	0,7362800716180364	0	0
23	6,0	0,08724608970510772	6,0	0,4687684338951529	0,8320460471309499	0,92367846	0,9201804429028145	1	1
24	6,0	0,5500126852319299	1,0	0,8888919360819311	0,05975075689794396	-0,5051792	0,7461369678135428	0	0
25	1,0	0,5192270682904763	2,0	0,2639920309428204	0,5348527114126798	-0,24221437	0,7669580923773832	0	0
26	2,0	0,27804322428241923	3,0	0,9812156982327043	0,6826644490916692	0,3028189	0,2349275971330167	1	0
27	5,0	0,9544796116705193	4,0	0,5023366079222457	0,6654923531882337	0,7504112	0,7283052335518017	1	1
28	2,0	0,9969106240365462	1,0	0,5546659019120775	0,36137629066574206	-0,28062266	0,23182838278061424	1	0
29	3,0	0,15389013843623256	5,0	0,2452393805261306	0,5594738292331598	-0,20966136	0,8085069380256558	0	0
30	5,0	0,06379124690317317	2,0	0,5163797956072512	0,5123820965348092	0,18589106	0,2628423448389463	1	0
31	6,0	0,0835146757243641	6,0	0,6395699464738043	0,1696953364910565	-0,7930001	0,8212736758281477	0	0
32	5,0	0,10959559588889467	3,0	0,9160802923101378	0,17574381881304468	-0,620088	0,7546337612761369	0	0
33	2,0	0,6224154635910419	4,0	0,3143265638561751	0,6020571420984075	-0,03430459	0,76424900152709	0	0
34	2,0	0,8624069271140812	3,0	0,8881193958090643	0,4677720292145896	-0,068810344	0,7238257618419424	0	0
35	4,0	0,1923732620443802	4,0	0,5239434561680258	0,7554741369579124	0,61219203	0,8303372311727358	1	1
36	4,0	0,8425208733899328	5,0	0,9792413386927635	0,6763505115959998	0,7296272	0,701724564997243	1	1
37	1,0	0,17193288099018378	5,0	0,8177980705591384	0,30702148435385934	-0,9633292	0,7741051260303381	0	0
38	4,0	0,5232925994127718	6,0	0,9552885974901564	0,7165771662539462	0,64827335	0,7392452893710251	1	1
39	2,0	0,7147994085097369	6,0	0,32863695025863104	0,5756393323315445	-0,22705686	0,7869361301535838	0	0
40	1,0	0,23179947930638556	3,0	0,3484013275458935	0,18665964319953754	-1,3484354	0,814443620088851	0	0
41	5,0	0,2721603988790374	5,0	0,24523151870081816	0,5530816657730291	0,0750736	0,28891519700412105	1	0
42	4,0	0,0857075873301244	2,0	0,5050268564868805	0,8052179405365031	0,8272972	0,8645032613304572	1	1
43	5,0	0,9702720466379268	4,0	0,8621347461872254	0,5617093627501141	0,64117765	0,6905012499786545	1	1
44	5,0	0,8270175825117566	1,0	0,5182816776264667	0,26674570355574334	-0,1917415	0,21875854562733205	1	0
45	2,0	0,9397262711258095	4,0	0,2813070078197293	0,5942261841820163	0,045972526	0,7520703032842151	0	0
46	6,0	0,4203441653079558	1,0	0,7876260786336524	0,7334311866149618	1,187399	0,8475362271177646	1	1
47	2,0	0,003431877668935379	3,0	0,12777700970920758	0,9793718593341368	0,80131376	0,8310047559771072	1	1
48	3,0	0,26168995377917337	2,0	0,8192398436545669	0,9483711810982192	1,230689	0,833999297525127	1	1
49	2,0	0,5628337147669046	6,0	0,6549707539534306	0,6555322974710274	0,092931986	0,7489665514114663	0	0
50	6,0	0,3896246647878858	6,0	0,26504209837860904	0,24575671918136244	-0,6452887	0,8646460449130227	0	0
51	2,0	0,003919059662523816	5,0	0,9282785054622216	0,41496990860475824	-0,576908	0,7586059824525938	0	0
52	3,0	0,7913751601833022	2,0	0,7138949148858651	0,6185922308985996	0,48216724	0,1979012427932217	1	0
53	1,0	0,3131293596989384	5,0	0,07284171583030552	0,04361439803154121	-1,9670936	0,9341644675041296	0	0
54	4,0	0,4382380810319615	2,0	0,9255880222992676	0,05095510625590094	-0,90310204	0,7521632809584623	0	0
55	4,0	0,7376027337729449	6,0	0,38173112311428314	0,5378837687236574	0,02630943	0,755303931115027	0	0
56	2,0	0,8072315772956262	2,0	0,9219485973792945	0,571974571321804	0,23312247	0,2143076708070477	1	0
57	4,0	0,4207907754883462	6,0	0,25806718427301933	0,3640978791034526	-0,57158625	0,8424143246206163	0	0
58	6,0	0,04655967354932178	1,0	0,626122246192679	0,5012986198682365	0,42338124	0,2519338146363971	1	0
59	3,0	0,4859957587439244	4,0	0,47546025766695266	0,3148691345782618	-0,63755447	0,7907682616065721	0	0
60	1,0	0,4840908288616991	1,0	0,5995624118893067	0,2896003587070861	-0,7372378	0,7560115767195366	0	0
61	4,0	0,9863503863213753	6,0	0,05581921036253157	0,9047335477003692	1,054015	0,7507287860326823	1	1
62	5,0	0,9013199867457377	6,0	0,7459631636957932	0,29586869007500927	-0,31543076	0,7391620801171692	0	0
63	3,0	0,294786245538457	5,0	0,21263605642244	0,09722989923652103	-1,4373975	0,8945023759397988	0	0
64	6,0	0,18873903724914987	4,0	0,3848706239128725	0,886135038290097	1,2276462	0,9224178112634371	1	1
65	1,0	0,05004219575471447	3,0	0,6220611439566237	0,759467867487705	0,25923496	0,25977974488816147	1	0
66	5,0	0,7206371034936013	5,0	0,6675901016775162	0,9966044706677456	1,5537064	0,8075307270468332	1	1
67	4,0	0,3372678795307299	4,0	0,36070038189002007	0,48783289047627876	-0,12151587	0,7771496454984543	0	0
68	1,0	0,8750380557553231	3,0	0,5401733939466732	0,9856033906647564	1,0570954	0,7541597049989077	1	1
69	6,0	0,05875994771720727	4,0	0,19418310486393697	0,18197099383487936	-0,7909293	0,857190447458923	0	0
70	4,0	0,6438910262699424	3,0	0,8284745670972332	0,7012585374351064	0,7909147	0,7606832800301873	1	1
71	2,0	0,28001731658628426	1,0	0,46003376710438615	0,19649361565127943	-0,9743439	0,7634926285625975	0	0
72	3,0	0,5844886298206924	5,0	0,7586445685225658	0,9983948678715048	1,2643468	0,8016018597805256	1	1
73	2,0	0,9345918201860565	6,0	0,43828247450363433	0,2120682709089292	-1,0846143	0,8441323260052368	0	0
74	3,0	0,9216861687962538	3,0	0,399304466316985	0,9211950647525818	1,1779909	0,7550843940243304	1	1
75	4,0	0,2868946241408893	6,0	0,7310465257265714	0,8338488094126422	0,8109694	0,8187376154515903	1	1
76	6,0	0,98941442277058	6,0	0,1834535821206189	0,40175761538536403	-0,04361689	0,7727469742651264	0	0
77	5,0	0,8292940437060567	5,0	0,7919101434178087	0,022118080783787186	-1,0052325	0,7885718574316282	0	0
78	2,0	0,79363815701271	6,0	0,9197540444680652	0,540069785856119	-0,08130425	0,7235085524192375	0	0
79	1,0	0,9069602252461821	6,0	0,3651255183963149	0,3004319718002615	-1,016481	0,8496811452784919	0	0
80	6,0	0,1633764603204778	6,0	0,9709982820581294	0,9440552672101474	1,4074743	0,9338741549693257	1	1
81	5,0	0,5168557744700615	3,0	0,9275618992017015	0,3640975595980005	0,04526341	0,7165525443534897	0	0
82	1,0	0,3389326211535355	6,0	0,016575992552201768	0,4658068172872576	-0,87800884	0,8747563865597332	0	0
83	6,0	0,05934962846948788	2,0	0,9940574727968334	0,6490726928230665	0,8757618	0,8735674580712735	1	1
84	3,0	0,0186005657722641	4,0	0,46087851225746734	0,21776048237227563	-1,055705	0,8197807135638726	0	0
85	5,0	0,7298018016460904	4,0	0,041553744266204506	0,9171651435744551	1,1444304	0,8010547272155489	1	1
86	5,0	0,49463849891861655	5,0	0,5786701779082941	0,11457453077380386	-0,90523916	0,8159131628142249	0	0
87	5,0	0,9418611950834717	2,0	0,23758799286423526	0,12197383971731746	-0,71080875	0,7818509684221789	0	0
88	6,0	0,6861188226010889	2,0	0,7805672616103512	0,5406991257325284	0,7063595	0,762552550744022	1	1
89	4,0	0,2079363844832045	1,0	0,037382155271792894	0,6345720543552207	0,33769906	0,24266520778055073	1	0
90	1,0	0,8091904066113849	5,0	0,5400951286259005	0,14481888972583357	-1,3385837	0,8270551556811977	0	0
91	3,0	0,5025752864183612	3,0	0,6637562442319405	0,6703944065163439	0,45812917	0,22173802022586075	1	0
92	6,0	0,8835596967242525	3,0	0,30097881047202135	0,756037428103031	1,0761548	0,7628298612678777	1	1
93	4,0	0,20730239313693133	3,0	0,5827487683773056	0,6617284426686464	0,45559883	0,2447800463612651	1	0
94	6,0	0,14471965923475982	3,0	0,12447721184811922	0,7563738219900055	0,706248	0,9079371766328925	1	1
95	6,0	0,5465525903425753	3,0	0,5428666622924899	0,2881459983994107	-0,15961063	0,7513047890085042	0	0
96	3,0	0,63905030798074	1,0	0,05421746348542411	0,4714054418106238	-0,13516533	0,23317417182139671	1	0
97	4,0	0,04242545438016365	4,0	0,607526832362121	0,36156377228223857	-0,45618254	0,7892049302167813	0	0
98	1,0	0,8227027727125044	4,0	0,3194739426456572	0,2873367632747531	-0,96187675	0,8209812857913205	0	0
99	5,0	0,35932449541284084	6,0	0,28201403760117405	0,9052785624387784	1,0022196	0,8641530145244936	1	1
