	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
0	6,0	0,766666886297147	5,0	0,5967149281367353	0,7613973457341153	0,38769954442977905	1,0	1,0	1,0
1	4,0	0,7740937281626928	3,0	0,3920988154598847	0,014583832418731513	0,27377328276634216	0,0	0,0	1,0
2	2,0	0,1319683234333413	6,0	0,20410578149274683	0,9223239805317104	0,0	1,0	1,0	1,0
3	4,0	0,6933076294698548	6,0	0,22611911637756366	0,21248569492316238	0,21623581647872925	1,0	0,0	1,0
4	1,0	0,6783825786132881	4,0	0,013415230024204972	0,3737538415924999	0,0	1,25	0,0	1,0
5	3,0	0,511732342163055	1,0	0,5011577162758123	0,727190794546749	0,0	1,25	1,0	1,0
6	3,0	0,9277171004214874	2,0	0,9131062095463398	0,9585481257472765	0,14998428523540497	0,9880084547935264	1,0	1,0
7	3,0	0,09309980936930085	4,0	0,8673580880064132	0,8943728915757421	0,17204131186008453	0,75	1,0	0,0
8	6,0	0,3285406468147347	6,0	0,8745447345165845	0,6110102653121245	0,9853004813194275	0,29035658466786407	1,0	0,0
9	5,0	0,31280107108558586	5,0	0,210287333917076	0,48400986192864903	0,0	1,25	1,0	1,0
10	5,0	0,7224997880397218	2,0	0,9162938596563934	0,9120684584621	0,2853444516658783	0,9821407507575162	1,0	1,0
11	3,0	0,3708539084908441	2,0	0,8374409543629967	0,17174363632501777	0,5582460165023804	0,5693863635893093	0,0	0,0
12	2,0	0,5897006936322079	6,0	0,11695140586380048	0,21611592562474058	0,0	0,999931904030583	0,0	1,0
13	6,0	0,7756156414151901	5,0	0,1899442888915408	0,13881854860657594	0,2641502022743225	1,0	0,0	1,0
14	5,0	0,10764379719348405	3,0	0,9552586216488747	0,6848683607615661	0,5402672290802002	1,0	1,0	0,0
15	3,0	0,9483342359771132	2,0	0,767676721709723	0,6431121235369773	0,18514519929885864	1,25	1,0	1,0
16	2,0	0,8255224476862711	5,0	0,25169929976900485	0,371577154312731	0,0	0,25	0,0	1,0
17	1,0	0,016255972301911448	2,0	0,6969275470995298	0,45385404969757204	0,0	0,0	0,0	1,0
18	5,0	0,8859521761113763	6,0	0,8405047331130577	0,36507414002804595	1,0	0,411612026141395	0,0	0,0
19	1,0	0,9610294123086247	2,0	0,3930856525533766	0,7123759521647571	0,0	0,9036998556112134	1,0	1,0
20	6,0	0,7426833999290533	6,0	0,6251739141876225	0,964742100111602	0,391314834356308	0,9831693976750172	1,0	1,0
21	4,0	0,3676209658373262	2,0	0,4498876672626827	0,2628878774534483	0,0	0,5619170719064451	1,0	1,0
22	2,0	0,6288659214591639	1,0	0,3636819464026534	0,4277679961042079	0,0	0,9638662483240839	1,0	1,0
23	4,0	0,11748257737777901	2,0	0,04417305867508137	0,6001679556517232	0,0	1,25	1,0	1,0
24	3,0	0,43353348896871624	4,0	0,8336307671685573	0,9266465988800736	0,17711810767650604	0,9346595904050228	1,0	1,0
25	3,0	0,148705841530538	3,0	0,7191363840155526	0,3343160014754081	0,2975684404373169	0,75	0,0	0,0
26	4,0	0,8114782144685209	2,0	0,41477244363836163	0,0519994552219355	0,15677079558372498	1,0	0,0	1,0
27	6,0	0,7455971284128555	2,0	0,4997161436325859	0,9579553761414689	0,0	0,9933313309980063	1,0	1,0
28	1,0	0,9026192280097642	6,0	0,47960262111712315	0,4033455041045302	0,24837858974933624	1,0	0,0	0,0
29	2,0	0,07554773600262976	6,0	0,7543215026598639	0,817716395137684	0,2387264221906662	0,75	0,0	0,0
30	6,0	0,723445143447338	4,0	0,026079078332758243	0,22763963394685072	0,0	1,0	1,0	1,0
31	3,0	0,832637949978818	2,0	0,5171827903298516	0,9173169547112756	0,0	1,2238852360125692	1,0	1,0
32	3,0	0,8974963285109535	6,0	0,5556999711469446	0,6104521770427286	0,36476442217826843	1,25	0,0	1,0
33	2,0	0,6134474393420685	1,0	0,19946301443650916	0,009434595999421314	0,0	0,25	0,0	1,0
34	6,0	0,6027857565366396	2,0	0,1912369698784392	0,22836411385248312	0,0	1,0	1,0	1,0
35	1,0	0,26388848195877657	6,0	0,5052894453353542	0,8629898160224323	0,0	0,8314039140281814	0,0	1,0
