	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
0	2,0	0,5711135687165468	5,0	0,25447094898872036	0,04490793954733041	0,1721321940422058	1,0540333128414339	0,0	1,0
1	5,0	0,11637576598167798	5,0	0,6031317420126246	0,5596135214751194	0,4071356952190399	1,0	0,0	0,0
2	2,0	0,8499566336023774	5,0	0,8407629296355537	0,2113908290654084	0,9875056147575378	0,9387172292442642	0,0	0,0
3	5,0	0,3465074654305874	2,0	0,2048391946677679	0,7191814292106303	0,0	1,25	1,0	1,0
4	6,0	0,6590742410909113	2,0	0,9404561160018711	0,8704697802938215	0,5024813413619995	0,976254816065488	1,0	1,0
5	6,0	0,07499163402130904	5,0	0,19435322713571856	0,986911161588615	0,0	1,25	1,0	1,0
6	6,0	0,6863531181955681	4,0	0,863413330500656	0,9439311474885757	0,570293664932251	-0,25	1,0	0,0
7	5,0	0,28807748414343837	4,0	0,7181423362758244	0,6754226427936229	0,39873793721199036	0,991323334639031	1,0	0,0
8	3,0	0,6028467780761597	2,0	0,2752122835578661	0,3037095525904515	0,0	1,25	1,0	1,0
9	4,0	0,7171791472397755	5,0	0,5324796416769382	0,8337927333462721	0,12392275035381317	1,0	1,0	1,0
10	6,0	0,15496103820256535	2,0	0,2543409345989863	0,46611623881215636	0,0	1,25	1,0	1,0
11	4,0	0,7276639051031483	2,0	0,9729762159949776	0,999518680944401	0,3036496937274933	0,9998885068574545	1,0	1,0
12	6,0	0,4308781530323743	5,0	0,21821433086614483	0,11820258362150704	0,3466729521751404	1,247691551126317	0,0	1,0
13	6,0	0,35952452523456346	2,0	0,5642421366529607	0,6142242050102142	0,06580939143896103	1,1333503149759003	1,0	1,0
14	3,0	0,7334075678440011	6,0	0,12206635644129127	0,296817368243252	0,0018162094056606293	1,0	0,0	1,0
15	4,0	0,6287200252298011	3,0	0,9041896054453297	0,3921098231964357	0,8035221695899963	0,75	0,0	0,0
16	5,0	0,7506156850520882	5,0	0,21155696298955695	0,1419992135754603	0,29993411898612976	0,0	0,0	1,0
17	1,0	0,3920118314845845	5,0	0,1028018766707105	0,23290925428085107	0,0	0,9267867884700203	0,0	1,0
18	1,0	0,0989294304073296	1,0	0,7893315303630802	0,7292941048228433	0,0	0,5790499082186589	1,0	1,0
19	2,0	0,9776080161025535	5,0	0,11508661754575256	0,7958124299510625	0,0	1,25	1,0	1,0
20	2,0	0,10227214771774973	2,0	0,23919053869920948	0,9154184061214269	0,0	1,0	1,0	1,0
21	3,0	0,19423008935982822	6,0	0,6676544204006687	0,8153811433898908	0,24847657978534698	-0,015342195559670174	1,0	0,0
22	2,0	0,8775951335422345	6,0	0,5808134326561852	0,8929116609138185	0,15409861505031586	1,0653576691360782	1,0	1,0
23	3,0	0,9140278894687485	6,0	0,12425324684452743	0,7417703736308127	0,0	1,25	1,0	1,0
24	3,0	0,740382807371605	4,0	0,3240655988610658	0,4126920906823328	0,0	1,25	1,0	1,0
25	2,0	0,6330179006488339	4,0	0,8656277829521445	0,4472710668649168	0,6397083401679993	1,0	0,0	0,0
26	3,0	0,302048878687572	6,0	0,6789512792161143	0,795908666901905	0,3168715834617615	0,2390266071133412	1,0	0,0
27	5,0	0,12234387175436356	3,0	0,25401195363936224	0,6454274895122211	0,0	1,25	1,0	1,0
28	4,0	0,5618204882946078	5,0	0,9440849424273439	0,382297518589063	1,0	1,0	0,0	0,0
29	2,0	0,7460203451006492	6,0	0,4923120059113524	0,3373298581593006	0,46603381633758545	0,8757567936418715	0,0	0,0
