	individual	fp	fn	tp	tn
0	<Individual.Individual object at 0x3b1736520>	16	4	59	21
1	<Individual.Individual object at 0x323d1edf0>	16	5	58	21
2	<Individual.Individual object at 0x31f6a6040>	16	5	58	21
3	<Individual.Individual object at 0x34d0a8e20>	16	5	58	21
4	<Individual.Individual object at 0x34d092ca0>	16	4	59	21
5	<Individual.Individual object at 0x34d3577f0>	16	5	58	21
6	<Individual.Individual object at 0x34d34a370>	16	5	58	21
7	<Individual.Individual object at 0x450740ee0>	16	4	59	21
8	<Individual.Individual object at 0x321a24ca0>	16	4	59	21
9	<Individual.Individual object at 0x321a075b0>	16	5	58	21
10	<Individual.Individual object at 0x323d7fe20>	16	5	58	21
11	<Individual.Individual object at 0x323dbaca0>	16	5	58	21
12	<Individual.Individual object at 0x323d847f0>	16	5	58	21
13	<Individual.Individual object at 0x32033c370>	16	5	58	21
14	<Individual.Individual object at 0x34bba8ee0>	16	5	58	21
15	<Individual.Individual object at 0x34bbcda30>	16	4	59	21
16	<Individual.Individual object at 0x34a3f75b0>	16	4	59	21
17	<Individual.Individual object at 0x34aaab340>	16	5	58	21
18	<Individual.Individual object at 0x34aadcca0>	16	5	58	21
19	<Individual.Individual object at 0x322ed17f0>	16	5	58	21
20	<Individual.Individual object at 0x34c7b1370>	16	4	59	21
21	<Individual.Individual object at 0x34c7b2ee0>	16	5	58	21
22	<Individual.Individual object at 0x32046ca30>	16	4	59	21
23	<Individual.Individual object at 0x34a1a25b0>	16	5	58	21
24	<Individual.Individual object at 0x34a192e20>	16	5	58	21
25	<Individual.Individual object at 0x31f754ca0>	16	5	58	21
26	<Individual.Individual object at 0x31fd3a7f0>	16	5	58	21
27	<Individual.Individual object at 0x31fd25370>	16	5	58	21
28	<Individual.Individual object at 0x3e9112ee0>	16	5	58	21
29	<Individual.Individual object at 0x34e2b7a30>	16	5	58	21
30	<Individual.Individual object at 0x34e2955b0>	16	5	58	21
31	<Individual.Individual object at 0x321146e20>	16	5	58	21
32	<Individual.Individual object at 0x322e36ca0>	16	5	58	21
33	<Individual.Individual object at 0x322e1e7f0>	16	5	58	21
34	<Individual.Individual object at 0x32129c370>	16	5	58	21
35	<Individual.Individual object at 0x34d077ee0>	16	5	58	21
36	<Individual.Individual object at 0x34d057e80>	16	5	58	21
37	<Individual.Individual object at 0x31ff635b0>	16	4	59	21
38	<Individual.Individual object at 0x3249b4e20>	16	5	58	21
39	<Individual.Individual object at 0x3249a5ca0>	16	4	59	21
40	<Individual.Individual object at 0x34be577f0>	16	4	59	21
41	<Individual.Individual object at 0x31fe3b370>	16	4	59	21
42	<Individual.Individual object at 0x31fe14ee0>	16	5	58	21
43	<Individual.Individual object at 0x17cbada30>	16	5	58	21
44	<Individual.Individual object at 0x3215935b0>	16	5	58	21
45	<Individual.Individual object at 0x3215a8e20>	16	5	58	21
46	<Individual.Individual object at 0x34bb8aca0>	16	5	58	21
47	<Individual.Individual object at 0x3929c47f0>	16	4	59	21
48	<Individual.Individual object at 0x3218e89d0>	16	4	59	21
49	<Individual.Individual object at 0x3218c5ee0>	16	5	58	21
50	<Individual.Individual object at 0x323c46a30>	16	5	58	21
51	<Individual.Individual object at 0x34a2b25b0>	16	5	58	21
52	<Individual.Individual object at 0x34a29de20>	16	5	58	21
53	<Individual.Individual object at 0x34f1faca0>	16	4	59	21
54	<Individual.Individual object at 0x322d4f7f0>	16	5	58	21
55	<Individual.Individual object at 0x322d64460>	16	4	59	21
56	<Individual.Individual object at 0x40913dee0>	16	4	59	21
57	<Individual.Individual object at 0x34d563a30>	16	5	58	21
58	<Individual.Individual object at 0x34d5665b0>	16	5	58	21
59	<Individual.Individual object at 0x3e95df2b0>	16	5	58	21
60	<Individual.Individual object at 0x323caaca0>	16	5	58	21
61	<Individual.Individual object at 0x3238cb7f0>	16	5	58	21
62	<Individual.Individual object at 0x3238de370>	16	4	59	21
63	<Individual.Individual object at 0x4115a5ee0>	16	5	58	21
64	<Individual.Individual object at 0x321e71a30>	16	5	58	21
65	<Individual.Individual object at 0x321e56a30>	16	5	58	21
66	<Individual.Individual object at 0x34fa7be20>	16	5	58	21
67	<Individual.Individual object at 0x34f8c5ca0>	16	5	58	21
68	<Individual.Individual object at 0x34f8b77f0>	16	5	58	21
69	<Individual.Individual object at 0x32177f370>	16	5	58	21
70	<Individual.Individual object at 0x34a2fbee0>	16	5	58	21
71	<Individual.Individual object at 0x34a2f0a30>	16	4	59	21
72	<Individual.Individual object at 0x31f8cf5b0>	16	5	58	21
73	<Individual.Individual object at 0x31f8aae20>	16	5	58	21
74	<Individual.Individual object at 0x31f881ca0>	16	5	58	21
75	<Individual.Individual object at 0x32172e7f0>	16	5	58	21
76	<Individual.Individual object at 0x16fe2fb50>	16	5	58	21
77	<Individual.Individual object at 0x16fe26ee0>	16	5	58	21
