	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
0	1,0	0,052020937180412896	3,0	0,3432370612877782	0,2581483523728605	0,0	0,0	0,0	1,0
1	1,0	0,7056951929518973	4,0	0,1765241048085069	0,5005125709878828	0,0	1,25	0,0	1,0
2	4,0	0,7914024342132748	5,0	0,5081494661948903	0,7820379191074783	0,1309671849012375	1,0	1,0	1,0
3	2,0	0,35683417834763775	6,0	0,281454333828026	0,7873926268959399	0,0	0,4399387101992253	1,0	1,0
4	4,0	0,008861161666002149	1,0	0,9684392279866085	0,8467635633171754	0,12137146294116974	0,75	1,0	0,0
5	2,0	0,29441805747988425	3,0	0,5264935931769229	0,8925303223687638	0,0	0,8779155266650984	1,0	1,0
6	2,0	0,09130983646162416	2,0	0,1544057070472895	0,43405818888293235	0,0	0,10286480837156056	0,0	1,0
7	2,0	0,17892148087982684	6,0	0,574804151977771	0,4766857017969882	0,29834502935409546	0,75	0,0	0,0
8	6,0	0,27735347810279065	3,0	0,4708250885868195	0,9120959620110666	0,0	1,2199722549394325	1,0	1,0
9	1,0	0,732747328128968	4,0	0,011844745266006096	0,3576498684499072	0,0	1,25	0,0	1,0
10	3,0	0,4214192537443384	5,0	0,9904844325180985	0,029018485956754714	1,0	1,0	0,0	0,0
11	4,0	0,40378012273696895	3,0	0,7510652953147134	0,5803076074570575	0,33307334780693054	1,2474760967177412	1,0	1,0
12	2,0	0,5345929647520845	1,0	0,8898835465030933	0,039302485643953666	0,6334324479103088	0,75	0,0	0,0
13	3,0	0,20929051389323794	3,0	0,7152987141507489	0,433140805494443	0,2807874083518982	0,25873274002583546	0,0	0,0
14	2,0	0,6177441625392253	3,0	0,48687764674771183	0,5258122145997335	0,0	0,3054783905716946	0,0	1,0
15	3,0	0,33218081578564285	2,0	0,9097125335073837	0,20233812404485496	0,6705325841903687	0,75	0,0	0,0
16	2,0	0,9726936504604666	3,0	0,4575019900814581	0,5660044626874432	0,0	0,7537767767675256	1,0	1,0
17	2,0	0,9928365886614925	6,0	0,3655014796876942	0,7238990633089425	0,0	1,25	1,0	1,0
18	3,0	0,8891354498217645	6,0	0,8461907920190364	0,6814845737416163	0,7735524773597717	0,93300815260811	1,0	0,0
19	5,0	0,7567564224500293	5,0	0,015461204620918934	0,6579635191654348	0,0	1,0	1,0	1,0
20	5,0	0,9674689353507231	1,0	0,7674664268379312	0,045908971152893385	0,759774923324585	0,5620875887513692	1,0	1,0
21	6,0	0,896354545943698	2,0	0,346971279843056	0,9900176222950748	0,0	1,0	1,0	1,0
22	2,0	0,12260755665051937	2,0	0,738552629331646	0,7858956011041219	0,0	0,9403698333534616	1,0	1,0
23	4,0	0,6356953895054206	5,0	0,45008694332753196	0,33696821782547715	0,3628663122653961	0,0	0,0	1,0
24	1,0	0,18875213303766758	2,0	0,5295800356349165	0,8252732379993397	0,0	0,647768551937455	1,0	1,0
25	2,0	0,7979571809231202	6,0	0,06023783445923914	0,44910558339848217	0,0	1,25	0,0	1,0
26	1,0	0,3330263692049761	1,0	0,4396090804500049	0,9291477773176456	0,0	0,9513855458060022	1,0	1,0
27	6,0	0,9872853516509207	3,0	0,4969984495196783	0,5460515471855129	0,25669682025909424	0,8455091380935256	1,0	1,0
28	1,0	0,49231557873381115	1,0	0,3015667708323143	0,864637026384515	0,0	1,25	1,0	1,0
29	5,0	0,5836056084661759	5,0	0,9626705320289605	0,23880522139822058	1,0	1,0	0,0	0,0
30	4,0	0,705976859383478	1,0	0,894955611834503	0,7133396858684237	0,27846917510032654	0,9546221980686361	1,0	1,0
31	6,0	0,05065075161912791	2,0	0,6553499836004973	0,005509241173419999	0,5971608757972717	1,0	0,0	0,0
32	3,0	0,6204366812971778	3,0	0,4363542196214325	0,46293523489094157	0,0	0,6668145561597122	1,0	1,0
33	6,0	0,49176928093034844	1,0	0,26245326376410705	0,9493737841254375	0,0	1,25	1,0	1,0
34	1,0	0,6523316120767728	2,0	0,35448173640620084	0,9837149083802168	0,0	1,25	1,0	1,0
35	3,0	0,07831926986899651	2,0	0,648773807208531	0,09356810420700312	0,3030667006969452	0,75	0,0	0,0
36	3,0	0,07241759638816747	1,0	0,9995918386829342	0,9358887563577428	0,04743839055299759	0,9826581335966628	1,0	1,0
37	5,0	0,9159718322169084	2,0	0,6055266234397372	0,9467997834974023	0,0	1,0	1,0	1,0
38	6,0	0,6573665686404019	4,0	0,2626010736070754	0,4490017842576166	0,029961276799440384	0,6541260077676695	1,0	1,0
39	3,0	0,5066721321728302	2,0	0,2225429967997654	0,6405261125691161	0,0	1,0639944766065215	1,0	1,0
40	1,0	0,9802436124653134	5,0	0,624582091445531	0,5496605531340807	0,30126193165779114	1,0	0,0	0,0
41	2,0	0,4744752570197778	4,0	0,0071120552390673275	0,488613753898237	0,0	1,0	1,0	1,0
42	4,0	0,0799632090722191	1,0	0,5009680849365916	0,4415573462490967	0,0	1,199921514836805	1,0	1,0
43	6,0	0,37092779213485194	4,0	0,06740227277169575	0,4136811420531783	0,0	1,25	1,0	1,0
44	5,0	0,3048530671483919	4,0	0,6242074449837143	0,7666119264144994	0,16166803240776062	1,25	1,0	1,0
45	3,0	0,856843630753033	4,0	0,15853200706017356	0,8549393004747879	0,0	1,1542994999029141	1,0	1,0
46	5,0	0,8566117613901356	6,0	0,20481554170206395	0,004651150213058286	0,4976399540901184	0,9782963727517814	0,0	1,0
47	6,0	0,08680419270478545	6,0	0,027350888520514816	0,07553169599005716	0,09308551251888275	1,25	0,0	1,0
48	2,0	0,3064376354543834	3,0	0,20876860958885401	0,9034705312028896	0,0	0,8965829132372192	1,0	1,0
49	3,0	0,8417917184050695	4,0	0,47173951804625924	0,376809164547806	0,21564385294914246	0,25	0,0	1,0
50	3,0	0,8345512945774926	5,0	0,36817462540379475	0,29972384082188375	0,24514135718345642	1,25	0,0	1,0
51	5,0	0,04509709282936247	2,0	0,8730014109697398	0,1788412800373832	0,7103787660598755	1,0	0,0	0,0
52	4,0	0,6337657515214467	1,0	0,90757916877539	0,6133344123456865	0,37059929966926575	0,9269203400699072	1,0	1,0
53	3,0	0,3389804472065371	3,0	0,8825379489925442	0,44316214111979624	0,5531995892524719	0,75	0,0	0,0
54	5,0	0,6699300471704467	3,0	0,19191292262454485	0,437414399289207	0,0	1,0	1,0	1,0
55	6,0	0,23166348997897301	2,0	0,5854482843323816	0,9156661012510232	0,0	1,2301928579282166	1,0	1,0
56	2,0	0,6218037880457405	3,0	0,22184198737027216	0,7859632228766077	0,0	1,25	1,0	1,0
57	2,0	0,2671821734916362	3,0	0,40274982757284783	0,2759785937037862	0,0	0,0	0,0	1,0
58	6,0	0,04348553501968366	1,0	0,43822425594388137	0,8819572445723376	0,0	1,25	1,0	1,0
59	5,0	0,14160469683930088	3,0	0,14414000550346873	0,6247614038226679	0,0	1,25	1,0	1,0
60	6,0	0,8528519373212362	6,0	0,9542923819889534	0,7181695758297125	1,0	-0,05940956607495926	1,0	0,0
