	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	KnobLevel_pred	Fitness	convieneSvolta	predAction
0	1,0	0,03243309825855345	1,0	0,4761734968149012	0,2	0,36464109029604397	0,5517891645431519	0,10000000000000009	0,0	0,0
1	1,0	0,25473787107415824	1,0	0,39033704343841413	0,2	0,11420974912006998	0,9805583953857422	0,10000000000000009	0,0	0,0
2	1,0	0,8101248110861785	1,0	0,8450244938423229	0,2	0,8582546338570616	0,9978365898132324	0,10000000000000009	0,0	0,0
3	1,0	0,7415279782545039	1,0	0,12045116756926921	0,2	0,0978352227304139	0,9382743239402771	1,1102230246251565e-16	0,0	0,0
4	1,0	0,8230724091476614	1,0	0,10319202040651332	0,2	0,6242710882536094	0,932996928691864	1,1102230246251565e-16	0,0	0,0
5	1,0	0,14466141078464678	1,0	0,6437325816789533	0,2	0,6964033700331564	0,9875134229660034	0,10000000000000009	0,0	0,0
6	1,0	0,10868879564162903	1,0	0,5839408352601397	0,2	0,7006590245298633	0,7623011469841003	0,10000000000000009	0,0	0,0
7	1,0	0,2929167088234065	1,0	0,49108373853531295	0,2	0,9156754488307799	0,9145041704177856	0,10000000000000009	0,0	0,0
8	1,0	0,03533688521586187	1,0	0,022656507477530785	0,2	0,15073305680110116	0,8296661376953125	0,10000000000000009	0,0	0,0
9	1,0	0,3746216661177819	1,0	0,539447142706506	0,2	0,4156005027961648	0,7537959218025208	0,10000000000000009	0,0	0,0
10	1,0	0,6791124045136291	1,0	0,33721680119451103	0,2	0,3138667278918361	0,9691144824028015	0,10000000000000009	0,0	0,0
11	1,0	0,14414934578728378	1,0	0,9457253876495834	0,2	0,4172199169487869	0,8761976957321167	0,10000000000000009	0,0	0,0
12	1,0	0,969022616358678	1,0	0,80652987595246	0,2	0,12280698146090496	0,9848227500915527	1,1102230246251565e-16	0,0	0,0
13	1,0	0,6268428189207848	1,0	0,48939182914241264	0,2	0,30870866157284327	0,9739319086074829	0,10000000000000009	0,0	0,0
14	1,0	0,25435973395464473	1,0	0,3335360294872435	0,2	0,07086261952336737	0,9407223463058472	0,10000000000000009	0,0	0,0
15	1,0	0,1744848720439619	1,0	0,16429455184361064	0,2	0,7299021987921944	0,9992411732673645	0,10000000000000009	0,0	0,0
16	1,0	0,7481613901331767	1,0	0,37505901988550494	0,2	0,3458694909827287	0,9874628782272339	1,1102230246251565e-16	0,0	0,0
17	1,0	0,8337473633690393	1,0	0,5993010606074894	0,2	0,07025690260337114	0,9907284379005432	0,10000000000000009	0,0	0,0
18	1,0	0,5740242438807464	1,0	0,20065492266572926	0,2	0,12210881775192395	0,6660383939743042	1,1102230246251565e-16	0,0	0,0
19	1,0	0,8245003498377803	1,0	0,532005669883235	0,2	0,33192621306262426	0,4807215631008148	1,1102230246251565e-16	0,0	0,0
20	1,0	0,8359515211974913	1,0	0,5568598024397421	0,2	0,3009004918254595	0,3368678092956543	1,1102230246251565e-16	0,0	0,0
21	1,0	0,0393307432856046	1,0	0,35299499788474253	0,2	0,6794707690283648	0,8138904571533203	0,10000000000000009	0,0	0,0
22	1,0	0,03610916434746414	1,0	0,9362959144743057	0,2	0,23376127499285815	0,2591457962989807	0,10000000000000009	0,0	0,0
