	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	KnobLevel_pred	Fitness	convieneSvolta	predAction
0	1,0	0,9458003358129652	1,0	0,9938726054122364	0,2	0,23735061636837362	0,9803544282913208	0,10000000000000009	0,0	0,0
1	1,0	0,4735644223622999	1,0	0,6003905629955074	0,2	0,8440470643877412	0,92499840259552	0,10000000000000009	0,0	0,0
2	1,0	0,08907779368247093	1,0	0,24163488866981986	0,2	0,6247564134234901	0,987602710723877	0,10000000000000009	0,0	0,0
3	1,0	0,9000060306430624	1,0	0,25033541567931683	0,2	0,9874877006069158	0,9071754813194275	1,1102230246251565e-16	0,0	0,0
4	1,0	0,6426053463695117	1,0	0,1970342788271202	0,2	0,08428594134915324	0,978657066822052	0,10000000000000009	0,0	0,0
5	1,0	0,7261213273690336	1,0	0,9175442597680308	0,2	0,7795181859672364	0,39954519271850586	0,10000000000000009	0,0	0,0
6	1,0	0,25878897435466863	1,0	0,9269077169081816	0,2	0,395125193188262	0,9426142573356628	0,10000000000000009	0,0	0,0
7	1,0	0,4700585268595898	1,0	0,3291182593170392	0,2	0,6967251432043158	0,9799864888191223	1,1102230246251565e-16	0,0	0,0
8	1,0	0,3896462341409235	1,0	0,8142118579489496	0,2	0,6050873073009967	0,9996218085289001	0,10000000000000009	0,0	0,0
9	1,0	0,5141388080274574	1,0	0,13376547782548875	0,2	0,26522402729171457	0,7609175443649292	0,10000000000000009	0,0	0,0
10	1,0	0,36724569842630816	1,0	0,7745804771860472	0,2	0,935867474133992	0,9070414900779724	0,10000000000000009	0,0	0,0
11	1,0	0,6253182212878661	1,0	0,2955860611902771	0,2	0,7020668399185809	0,8787469863891602	1,1102230246251565e-16	0,0	0,0
12	1,0	0,41914941795875404	1,0	0,17880360620037616	0,2	0,3343456505849073	0,9103314280509949	0,10000000000000009	0,0	0,0
13	1,0	0,5216768927289002	1,0	0,5074412152234489	0,2	0,023843955600278077	0,9500411748886108	1,1102230246251565e-16	0,0	0,0
14	1,0	0,224468473922802	1,0	0,3640924516994295	0,2	0,6852779695366805	0,9537243843078613	0,10000000000000009	0,0	0,0
15	1,0	0,3849607750113687	1,0	0,5233990870602985	0,2	0,19916937583687466	0,8209925889968872	0,10000000000000009	0,0	0,0
16	1,0	0,1752881464116015	1,0	0,1291601041658178	0,2	0,7004131637303534	0,9630191326141357	0,10000000000000009	0,0	0,0
17	1,0	0,8449581240826065	1,0	0,6754314570546316	0,2	0,4638955143218769	0,9757505059242249	1,1102230246251565e-16	0,0	0,0
18	1,0	0,8996523732775766	1,0	0,1881566680495973	0,2	0,8509836385923423	0,8361438512802124	1,1102230246251565e-16	0,0	0,0
19	1,0	0,7943987990259297	1,0	0,4461180502836317	0,2	0,08451970751480242	0,6098210215568542	1,1102230246251565e-16	0,0	0,0
20	1,0	0,5028953313088692	1,0	0,3730671572599048	0,2	0,13832413861493975	0,8386836647987366	0,10000000000000009	0,0	0,0
21	1,0	0,43976047091349724	1,0	0,9341808709709392	0,2	0,19568496107586952	0,9627243876457214	0,10000000000000009	0,0	0,0
22	1,0	0,4834891288653512	1,0	0,2837728060797321	0,2	0,4367961520615872	0,9989409446716309	1,1102230246251565e-16	0,0	0,0
23	1,0	0,296642960419066	1,0	0,6256688825853186	0,2	0,7225897757209282	0,5334728956222534	0,10000000000000009	0,0	0,0
24	1,0	0,7273805339463596	1,0	0,5508926784546088	0,2	0,14840031726539427	0,8721382021903992	1,1102230246251565e-16	0,0	0,0
