	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	KnobLevel_pred	Fitness	convieneSvolta	predAction
0	1,0	0,18015698399124158	1,0	0,5890589061399912	0,2	0,6119159634324565	0,9976693391799927	0,10000000000000009	0,0	0,0
1	1,0	0,1663481995132411	1,0	0,47419933322295493	0,2	0,323965868587363	0,23061516880989075	0,10000000000000009	0,0	0,0
2	1,0	0,31903289658615674	1,0	0,7835770311758766	0,2	0,03819187308746552	0,9380642771720886	0,10000000000000009	0,0	0,0
3	1,0	0,011288592928044516	1,0	0,7996285073033602	0,2	0,9507967319182256	0,9990873336791992	0,10000000000000009	0,0	0,0
4	1,0	0,05827185889571873	1,0	0,9721522231199008	0,2	0,9611655774638574	0,8198416829109192	0,10000000000000009	0,0	0,0
5	1,0	0,7366931067930734	1,0	0,43778011386781235	0,2	0,035632262484295185	0,9873849153518677	1,1102230246251565e-16	0,0	0,0
6	1,0	0,27913610950335943	1,0	0,047907434518541736	0,2	0,42568492413810144	0,8004003167152405	0,10000000000000009	0,0	0,0
7	1,0	0,5812524218869876	1,0	0,7051442358959457	0,2	0,6684493936558522	0,9860044717788696	0,10000000000000009	0,0	0,0
8	1,0	0,859416938711048	1,0	0,4711929841999274	0,2	0,6574007146250632	0,43385693430900574	1,1102230246251565e-16	0,0	0,0
9	1,0	0,5160808365828199	1,0	0,7583374782055523	0,2	0,6089800210248	0,9315870404243469	0,10000000000000009	0,0	0,0
10	1,0	0,8366941567982192	1,0	0,5942703983998066	0,2	0,8865127913664964	0,736555814743042	1,1102230246251565e-16	0,0	0,0
11	1,0	0,7943748037502558	1,0	0,9679845763487989	0,2	0,3735378081513664	0,5907616019248962	0,10000000000000009	0,0	0,0
12	1,0	0,2533767859072634	1,0	0,8894654400933383	0,2	0,9361434270967481	0,9574249982833862	0,10000000000000009	0,0	0,0
13	1,0	0,3191904746615678	1,0	0,4065387066195605	0,2	0,9248923583375821	0,9955214858055115	0,10000000000000009	0,0	0,0
14	1,0	0,12543746960990088	1,0	0,9512011037378975	0,2	0,7713378105325849	0,7875627279281616	0,10000000000000009	0,0	0,0
15	1,0	0,4432630421364737	1,0	0,27445169083873167	0,2	0,3223747463648321	0,8241278529167175	1,1102230246251565e-16	0,0	0,0
16	1,0	0,06885824880043234	1,0	0,7268629185682658	0,2	0,4005602029401366	0,6613807678222656	0,10000000000000009	0,0	0,0
17	1,0	0,37381842499896967	1,0	0,8891096980592507	0,2	0,05182007889412954	0,9898356199264526	0,10000000000000009	0,0	0,0
18	1,0	0,4189192662617214	1,0	0,6864439671561744	0,2	0,051794993218741925	0,9614392518997192	0,10000000000000009	0,0	0,0
19	1,0	0,2641734341358235	1,0	0,8244944379935205	0,2	0,6855854857426514	0,6733583211898804	0,10000000000000009	0,0	0,0
20	1,0	0,9417682115660959	1,0	0,12214371483118514	0,2	0,097000206740264	0,9946976900100708	1,1102230246251565e-16	0,0	0,0
21	1,0	0,5457271165491232	1,0	0,24054756229775798	0,2	0,6235301558627461	0,0	-0,6000000000000001	0,0	1,0
22	1,0	0,23825685409304853	1,0	0,8693158363597234	0,2	0,41982799028716455	0,9893478155136108	0,10000000000000009	0,0	0,0
23	1,0	0,4612737546908292	1,0	0,18693822169638086	0,2	0,6082071648889236	0,7124553918838501	0,10000000000000009	0,0	0,0
24	1,0	0,809494714564183	1,0	0,5126632926943065	0,2	0,47536210451732797	0,2878793179988861	1,1102230246251565e-16	0,0	0,0
25	1,0	0,22810601398135155	1,0	0,5971069340768175	0,2	0,9456283829471813	0,9992864727973938	0,10000000000000009	0,0	0,0
26	1,0	0,6088023938515543	1,0	0,1888020755469333	0,2	0,8688197544284401	0,382133424282074	1,1102230246251565e-16	0,0	0,0
27	1,0	0,5508351980309588	1,0	0,6093586923976287	0,2	0,7413591173975346	0,6505414247512817	0,10000000000000009	0,0	0,0
28	1,0	0,4843185722184514	1,0	0,3967397804182633	0,2	0,5758023387859074	0,979027509689331	0,10000000000000009	0,0	0,0
29	1,0	0,3763032403532669	1,0	0,21771949248452682	0,2	0,5385881287953325	0,9370601177215576	0,10000000000000009	0,0	0,0
30	1,0	0,5234882541305109	1,0	0,7869145432147592	0,2	0,6819947967786308	0,5964008569717407	0,10000000000000009	0,0	0,0
31	1,0	0,7726548148667133	1,0	0,14876667662065324	0,2	0,9257651819906901	0,32624107599258423	1,1102230246251565e-16	0,0	0,0
32	1,0	0,8003253066910615	1,0	0,4809137307473468	0,2	0,568276821224331	0,9981279373168945	1,1102230246251565e-16	0,0	0,0
33	1,0	0,8609708052077665	1,0	0,783496843344132	0,2	0,029524218602672514	0,9950739145278931	1,1102230246251565e-16	0,0	0,0
34	1,0	0,4329601498984387	1,0	0,05185587433686112	0,2	0,7004703261339242	0,9931802153587341	1,1102230246251565e-16	0,0	0,0
35	1,0	0,22688179914176376	1,0	0,5136923350973474	0,2	0,5394278129111542	0,9358306527137756	0,10000000000000009	0,0	0,0
36	1,0	0,005624968756343551	1,0	0,3308347266236775	0,2	0,7194150185446956	0,9221897721290588	0,10000000000000009	0,0	0,0
37	1,0	0,03511765430840641	1,0	0,3915388509802632	0,2	0,9165108079360288	0,868955671787262	0,10000000000000009	0,0	0,0
38	1,0	0,6055470087678545	1,0	0,24986054457897455	0,2	0,5722774183967259	0,8642932176589966	0,10000000000000009	0,0	0,0
39	1,0	0,8623427554579199	1,0	0,05320125114268581	0,2	0,0740356268427419	0,37735649943351746	1,1102230246251565e-16	0,0	0,0
40	1,0	0,5477133733981874	1,0	0,7442110796125577	0,2	0,7864788658335622	0,2267119586467743	0,10000000000000009	0,0	0,0
41	1,0	0,7603954092755449	1,0	0,33866527504138444	0,2	0,9921534588583993	0,9990125894546509	0,10000000000000009	0,0	0,0
42	1,0	0,4012706659585591	1,0	0,8850017375284224	0,2	0,45771860473810677	0,4726879894733429	0,10000000000000009	0,0	0,0
43	1,0	0,939810925758542	1,0	0,8962545805490489	0,2	0,9150358454114665	0,9863452911376953	1,1102230246251565e-16	0,0	0,0
44	1,0	0,4559750955658899	1,0	0,07237384552609094	0,2	0,6645891267050111	0,9298927187919617	1,1102230246251565e-16	0,0	0,0
45	1,0	0,5594924373546962	1,0	0,4304488177559602	0,2	0,24389242702589464	0,5840776562690735	0,10000000000000009	0,0	0,0
46	1,0	0,591100442549647	1,0	0,7064578530934585	0,2	0,9416112726894379	0,9844635128974915	0,10000000000000009	0,0	0,0
47	1,0	0,011990541544630196	1,0	0,18638498381232194	0,2	0,5736097874536812	0,9854074716567993	0,10000000000000009	0,0	0,0
48	1,0	0,25907509031149567	1,0	0,09906513606602352	0,2	0,05378206931774743	0,9394351840019226	1,1102230246251565e-16	0,0	0,0
49	1,0	0,160157073730001	1,0	0,08288489519937803	0,2	0,43896300958635637	0,9558329582214355	0,10000000000000009	0,0	0,0
50	1,0	0,8746908055866023	1,0	0,9144818657796505	0,2	0,05364798831430895	0,8642880320549011	0,10000000000000009	0,0	0,0
51	1,0	0,3082798511463233	1,0	0,9391043936052457	0,2	0,5981391568383932	0,6745427846908569	0,10000000000000009	0,0	0,0
52	1,0	0,6342449963697148	1,0	0,4885161090658635	0,2	0,7871299265047791	0,8544767498970032	1,1102230246251565e-16	0,0	0,0
53	1,0	0,004263169034133929	1,0	0,617933700148802	0,2	0,6241285211155668	0,9987847805023193	0,10000000000000009	0,0	0,0
54	1,0	0,3007233831590661	1,0	0,4485399614927261	0,2	0,33543659419197225	0,9919809699058533	0,10000000000000009	0,0	0,0
55	1,0	0,2846892630313709	1,0	0,11691967087863175	0,2	0,8827997461277323	0,6623235940933228	0,10000000000000009	0,0	0,0
56	1,0	0,4670769253210839	1,0	0,9269946727170858	0,2	0,8425988517503429	0,8402684926986694	0,10000000000000009	0,0	0,0
