	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	KnobLevel_pred	Fitness	convieneSvolta	predAction
0	1,0	0,21374729919918167	1,0	0,4010402925494526	0,2	0,025010755222666936	0,18592961132526398	0,10000000000000009	0,0	0,0
1	1,0	0,3789731189769161	1,0	0,9853088437797259	0,2	0,22321073814882275	-0,8989641070365906	-0,6000000000000001	0,0	1,0
2	1,0	0,7840706019485694	1,0	0,4550083673391433	0,2	0,6766994874229113	-0,3852928578853607	-0,6000000000000001	0,0	1,0
3	1,0	0,9573176408596732	1,0	0,9954226894927138	0,2	0,08693883262941615	0,8413708806037903	0,10000000000000009	0,0	0,0
4	1,0	0,718408275296326	1,0	0,15479682527406413	0,2	0,029797219438070344	0,5232136249542236	1,1102230246251565e-16	0,0	0,0
5	1,0	0,9687093649691588	1,0	0,5791802908162562	0,2	0,5053552881033624	0,2552326023578644	1,1102230246251565e-16	0,0	0,0
6	1,0	0,7479755603790641	1,0	0,05716527290748308	0,2	0,1988376506866485	0,7163538336753845	1,1102230246251565e-16	0,0	0,0
7	1,0	0,5028503829195136	1,0	0,8527198920482854	0,2	0,5449414806032167	0,250044047832489	0,10000000000000009	0,0	0,0
8	1,0	0,9607789032744504	1,0	0,08011146524058688	0,2	0,5892656838759087	-0,7764316201210022	-0,6000000000000001	0,0	1,0
9	1,0	0,5950351064500277	1,0	0,6752125536040902	0,2	0,006498759678061017	0,0	-0,6000000000000001	0,0	1,0
10	1,0	0,11988661394712419	1,0	0,8902873141294375	0,2	0,6981393949882269	-0,602865993976593	-0,6000000000000001	0,0	1,0
11	1,0	0,5945191535334412	1,0	0,6193815103321031	0,2	0,15547949981178155	0,34602200984954834	0,10000000000000009	0,0	0,0
12	1,0	0,5836722892912247	1,0	0,5227827155319589	0,2	0,10221027651984871	-0,697250247001648	-0,6000000000000001	0,0	1,0
13	1,0	0,20425919942353643	1,0	0,7161918007894148	0,2	0,3589793804846284	-0,8931093811988831	-0,6000000000000001	0,0	1,0
14	1,0	0,3957858467912545	1,0	0,6716902229599713	0,2	0,26452086722201307	-0,35105571150779724	-0,6000000000000001	0,0	1,0
15	1,0	0,31617719627185403	1,0	0,7518644924144021	0,2	0,45942487967184253	0,7751636505126953	0,10000000000000009	0,0	0,0
16	1,0	0,4582855226185861	1,0	0,9984544408544423	0,2	0,3785343772083535	0,14146672189235687	0,10000000000000009	0,0	0,0
17	1,0	0,073260721099633	1,0	0,2131543122670404	0,2	0,8294046642529949	0,16398388147354126	0,10000000000000009	0,0	0,0
18	1,0	0,9332593779937091	1,0	0,8808641736864395	0,2	0,8617069003107772	0,42433491349220276	1,1102230246251565e-16	0,0	0,0
19	1,0	0,36952708873888396	1,0	0,15774683235723197	0,2	0,7045718362149235	0,9229961037635803	0,10000000000000009	0,0	0,0
20	1,0	0,703539925087371	1,0	0,6116777657259501	0,2	0,22789827565154686	-0,12725460529327393	-0,6000000000000001	0,0	1,0
21	1,0	0,6539763177107326	1,0	0,007823107152157949	0,2	0,8553177210151469	0,506011962890625	0,10000000000000009	0,0	0,0
22	1,0	0,2993787521999779	1,0	0,6633887149660773	0,2	0,38012622503916615	-0,987973153591156	-0,6000000000000001	0,0	1,0
23	1,0	0,13429111439336772	1,0	0,11542867041910221	0,2	0,8341104266407503	0,6843186616897583	1,1102230246251565e-16	0,0	0,0
24	1,0	0,5532236408848159	1,0	0,2723482123148163	0,2	0,3552707002275215	0,0	-0,6000000000000001	0,0	1,0
25	1,0	0,7176121871387979	1,0	0,20359731232745293	0,2	0,7018203134585513	-0,5771821141242981	-0,6000000000000001	0,0	1,0
26	1,0	0,2639839016304094	1,0	0,48853185214937656	0,2	0,07140250957854832	0,19340987503528595	0,10000000000000009	0,0	0,0
