	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	KnobLevel_pred	Fitness	convieneSvolta	predAction
0	1,0	0,5733417131398049	1,0	0,8022952603447041	0,2	0,5652114309566568	0,9822827577590942	0,10000000000000009	0,0	0,0
1	1,0	0,18773587194214003	1,0	0,09739324001526539	0,2	0,04576773438147841	0,8529115915298462	0,10000000000000009	0,0	0,0
2	1,0	0,7109819782938391	1,0	0,3711925588210587	0,2	0,7492550673206377	0,5489156246185303	1,1102230246251565e-16	0,0	0,0
3	1,0	0,7430686400076321	1,0	0,008865500949258531	0,2	0,640484843679342	0,9423077702522278	1,1102230246251565e-16	0,0	0,0
4	1,0	0,49117819200823476	1,0	0,880164973496916	0,2	0,18136762386761307	0,9989796876907349	0,10000000000000009	0,0	0,0
5	1,0	0,9519242177585543	1,0	0,5248704358209704	0,2	0,3312690736346937	0,15657900273799896	1,1102230246251565e-16	0,0	0,0
6	1,0	0,6814941806716087	1,0	0,3322656459051688	0,2	0,8650342493762437	0,9652850031852722	1,1102230246251565e-16	0,0	0,0
7	1,0	0,7123769966146071	1,0	0,06268369706211674	0,2	0,5289122462673458	0,9808018803596497	0,10000000000000009	0,0	0,0
8	1,0	0,9896228759395966	1,0	0,3734440408494982	0,2	0,23328291686779556	0,8002712726593018	1,1102230246251565e-16	0,0	0,0
9	1,0	0,3167373369376153	1,0	0,9206167739890146	0,2	0,5084642808740588	0,9929327368736267	0,10000000000000009	0,0	0,0
10	1,0	0,7822615564911243	1,0	0,4933767230947371	0,2	0,13464506831541356	0,9490655660629272	1,1102230246251565e-16	0,0	0,0
11	1,0	0,35081113356830906	1,0	0,9104622289154736	0,2	0,15910864169685324	0,735319972038269	0,10000000000000009	0,0	0,0
12	1,0	0,5621863761673918	1,0	0,9444107385864626	0,2	0,3696046237167877	0,8407302498817444	0,10000000000000009	0,0	0,0
13	1,0	0,9660860228695539	1,0	0,670155163390297	0,2	0,17373155230132842	0,9996076226234436	1,1102230246251565e-16	0,0	0,0
14	1,0	0,4911363509697082	1,0	0,7466595104325406	0,2	0,6684840021803758	0,9233961701393127	0,10000000000000009	0,0	0,0
15	1,0	0,40894119585534283	1,0	0,5884648705484029	0,2	0,6104863225753648	0,02940193936228752	-0,6000000000000001	0,0	1,0
16	1,0	0,45555570419772673	1,0	0,9121047955814308	0,2	0,2311691716762887	0,9990811944007874	0,10000000000000009	0,0	0,0
17	1,0	0,6242643072718711	1,0	0,19925636096497956	0,2	0,9497482187826584	0,7116057276725769	1,1102230246251565e-16	0,0	0,0
18	1,0	0,6700053023485804	1,0	0,7403056756390237	0,2	0,039792912551662174	0,9828386902809143	0,10000000000000009	0,0	0,0
19	1,0	0,997375181232176	1,0	0,4473512401925359	0,2	0,4703124949144143	0,9982529878616333	1,1102230246251565e-16	0,0	0,0
20	1,0	0,47209360256796107	1,0	6,402053533083318e-06	0,2	0,1125367527019383	0,9577586650848389	0,10000000000000009	0,0	0,0
21	1,0	0,6658124457909047	1,0	0,5716025783274256	0,2	0,5179725013611769	0,4091165065765381	0,10000000000000009	0,0	0,0
22	1,0	0,6733573444727226	1,0	0,27288940624774727	0,2	0,6971197351992452	0,589599072933197	1,1102230246251565e-16	0,0	0,0
23	1,0	0,47618764378926925	1,0	0,2582033521696854	0,2	0,5015136568871763	0,9802078604698181	0,10000000000000009	0,0	0,0
24	1,0	0,03549769612119169	1,0	0,8163775372531501	0,2	0,36835120700752766	0,9840986132621765	0,10000000000000009	0,0	0,0
25	1,0	0,4102834153105397	1,0	0,040880214127969605	0,2	0,21701449367804848	0,9683775305747986	1,1102230246251565e-16	0,0	0,0
26	1,0	0,6187284299505492	1,0	0,100190801904247	0,2	0,7037564144082572	0,6300188302993774	0,10000000000000009	0,0	0,0
27	1,0	0,8236621100948177	1,0	0,7155887462536114	0,2	0,544188981846689	0,945388674736023	1,1102230246251565e-16	0,0	0,0
28	1,0	0,7959000777007661	1,0	0,7439309202554555	0,2	0,15977898452883255	0,9924030303955078	0,10000000000000009	0,0	0,0
29	1,0	0,9455626901662187	1,0	0,5387186647536253	0,2	0,3087922019199575	0,8677589297294617	1,1102230246251565e-16	0,0	0,0
30	1,0	0,038905942068534705	1,0	0,3492375517438897	0,2	0,6358929594465702	0,943030834197998	0,10000000000000009	0,0	0,0
31	1,0	0,17500890070236663	1,0	0,14265584888126503	0,2	0,8095953286315196	0,7046527862548828	0,10000000000000009	0,0	0,0
32	1,0	0,8141843470318452	1,0	0,8118982118658714	0,2	0,9619015302758922	0,13411200046539307	1,1102230246251565e-16	0,0	0,0
