	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	KnobLevel_pred	Fitness	convieneSvolta	predAction
0	1,0	0,3447537913541119	1,0	0,7379680471320706	0,2	0,08820452917567234	0,4047045111656189	0,10000000000000009	0,0	0,0
1	1,0	0,026085437248690946	1,0	0,44248000617506567	0,2	0,2778649989601293	0,9534922242164612	0,10000000000000009	0,0	0,0
2	1,0	0,9828180922616936	1,0	0,39304661992176415	0,2	0,2896135092267622	0,8881227374076843	1,1102230246251565e-16	0,0	0,0
3	1,0	0,14203447635248667	1,0	0,17576716699793715	0,2	0,1785428203311228	0,8740015625953674	0,10000000000000009	0,0	0,0
4	1,0	0,08733737093582317	1,0	0,8202190512119798	0,2	0,6925072939913831	0,9374580383300781	0,10000000000000009	0,0	0,0
5	1,0	0,765844681855945	1,0	0,7366788880528633	0,2	0,911497368838688	0,9041757583618164	0,10000000000000009	0,0	0,0
6	1,0	0,504645030265268	1,0	0,6072312797337347	0,2	0,7065799593429123	0,8214391469955444	0,10000000000000009	0,0	0,0
7	1,0	0,9111131675491595	1,0	0,5274297174295896	0,2	0,4686957104690974	0,9666807651519775	1,1102230246251565e-16	0,0	0,0
8	1,0	0,9108961866643316	1,0	0,3916337873876615	0,2	0,4197737136500962	0,9472290873527527	1,1102230246251565e-16	0,0	0,0
9	1,0	0,29212404999213926	1,0	0,22955321353044755	0,2	0,20061372027888158	0,991506814956665	0,10000000000000009	0,0	0,0
10	1,0	0,41121105715399964	1,0	0,22835256871494103	0,2	0,8194051864999282	0,98521488904953	1,1102230246251565e-16	0,0	0,0
11	1,0	0,17316214972278687	1,0	0,7319040736752955	0,2	0,9159949887383239	0,9819305539131165	0,10000000000000009	0,0	0,0
12	1,0	0,07578953846521874	1,0	0,48834604034113194	0,2	0,30979323971812445	0,8700474500656128	0,10000000000000009	0,0	0,0
13	1,0	0,8516147240642118	1,0	0,223135737767452	0,2	0,631764785950987	0,9935729503631592	1,1102230246251565e-16	0,0	0,0
14	1,0	0,9962483266575711	1,0	0,7739087887617049	0,2	0,98892946719551	0,2749547064304352	1,1102230246251565e-16	0,0	0,0
15	1,0	0,5394577444624069	1,0	0,13608966145227464	0,2	0,8196782567290295	0,9055623412132263	0,10000000000000009	0,0	0,0
16	1,0	0,8754912610560716	1,0	0,23898623947512532	0,2	0,8762098398592716	0,9394463896751404	1,1102230246251565e-16	0,0	0,0
17	1,0	0,1800670199360752	1,0	0,34486628583080736	0,2	0,5414215433165147	0,957378625869751	0,10000000000000009	0,0	0,0
18	1,0	0,6463127954337174	1,0	0,19347284102182838	0,2	0,26897332452237277	0,9123796820640564	0,10000000000000009	0,0	0,0
19	1,0	0,8541335616238316	1,0	0,9203968461486305	0,2	0,006937512893757325	0,9735269546508789	0,10000000000000009	0,0	0,0
20	1,0	0,19142565033734105	1,0	0,3096641403713022	0,2	0,24382858847649924	0,8374199867248535	0,10000000000000009	0,0	0,0
21	1,0	0,9523687947823107	1,0	0,7255865781251466	0,2	0,12829870828712486	0,21858838200569153	1,1102230246251565e-16	0,0	0,0
22	1,0	0,28459098570148345	1,0	0,29861845108256535	0,2	0,05484140554712824	0,6794355511665344	0,10000000000000009	0,0	0,0
23	1,0	0,6194195791247517	1,0	0,5107439985217987	0,2	0,7847125231330511	0,8865907192230225	1,1102230246251565e-16	0,0	0,0
24	1,0	0,8153608239154249	1,0	0,7478719695630117	0,2	0,49824677809939044	0,8784464001655579	1,1102230246251565e-16	0,0	0,0
25	1,0	0,5336118789519405	1,0	0,026535927864246855	0,2	0,4018990589020287	0,8730174899101257	1,1102230246251565e-16	0,0	0,0
26	1,0	0,7919470674742515	1,0	0,8613514744701088	0,2	0,037352428701289964	0,6449031233787537	0,10000000000000009	0,0	0,0
27	1,0	0,8953180624963265	1,0	0,962570317277322	0,2	0,0015293720534292898	0,9904329776763916	0,10000000000000009	0,0	0,0
28	1,0	0,8730092693034373	1,0	0,702509670155064	0,2	0,9254277925238062	0,8646894097328186	1,1102230246251565e-16	0,0	0,0
29	1,0	0,9126109072590423	1,0	0,9760601719136442	0,2	0,9834311841031659	0,9708520770072937	0,10000000000000009	0,0	0,0
30	1,0	0,9531995719077077	1,0	0,010753631322339197	0,2	0,12324638459466686	0,8382667899131775	1,1102230246251565e-16	0,0	0,0
31	1,0	0,8396382007979615	1,0	0,17494461905545577	0,2	0,47410662238646595	0,41589251160621643	1,1102230246251565e-16	0,0	0,0
32	1,0	0,08486814058369596	1,0	0,7187040889928593	0,2	0,03466049110621827	0,9826292991638184	0,10000000000000009	0,0	0,0
33	1,0	0,9605710003416941	1,0	0,6179824602037334	0,2	0,6437663631265823	0,9198773503303528	1,1102230246251565e-16	0,0	0,0
34	1,0	0,9469573412691153	1,0	0,9185733401895722	0,2	0,2445995073138636	0,9658328294754028	1,1102230246251565e-16	0,0	0,0
35	1,0	0,6054589240050328	1,0	0,032216799886519154	0,2	0,41203878633109625	0,7974961400032043	1,1102230246251565e-16	0,0	0,0
36	1,0	0,8494878065113926	1,0	0,08726048035604106	0,2	0,49600730961261885	0,9393928647041321	1,1102230246251565e-16	0,0	0,0
37	1,0	0,02327536499616578	1,0	0,8353165705171371	0,2	0,7162240430558898	0,9370384812355042	0,10000000000000009	0,0	0,0
38	1,0	0,5991432673063954	1,0	0,09005701936906085	0,2	0,1729366368650329	0,8766994476318359	1,1102230246251565e-16	0,0	0,0
39	1,0	0,9927302687725141	1,0	0,8393963141845642	0,2	0,6903414908344073	0,6788397431373596	1,1102230246251565e-16	0,0	0,0
40	1,0	0,5006113961077823	1,0	0,6131123074870312	0,2	0,7603410182321371	0,929701030254364	0,10000000000000009	0,0	0,0
41	1,0	0,2258174855009808	1,0	0,4449322439534874	0,2	0,1364076581033613	0,5306846499443054	0,10000000000000009	0,0	0,0
42	1,0	0,46865452750947856	1,0	0,2653735943908788	0,2	0,8219924052560467	0,8227662444114685	0,10000000000000009	0,0	0,0
43	1,0	0,5821388543182979	1,0	0,66875771748058	0,2	0,15741653004475764	0,9947437047958374	0,10000000000000009	0,0	0,0
44	1,0	0,9496202073936749	1,0	0,5866021890130001	0,2	0,16236823301218406	0,9815748929977417	1,1102230246251565e-16	0,0	0,0
45	1,0	0,5030251693207998	1,0	0,12492477565304061	0,2	0,934743753966183	0,9757677316665649	1,1102230246251565e-16	0,0	0,0
46	1,0	0,31894208765796395	1,0	0,4774554118023765	0,2	0,908788371007218	0,8299141526222229	0,10000000000000009	0,0	0,0
47	1,0	0,9442119499662176	1,0	0,28676406511487196	0,2	0,9106188846785384	0,8596623539924622	1,1102230246251565e-16	0,0	0,0
48	1,0	0,5877780089364543	1,0	0,8729193993378865	0,2	0,6214193500010247	0,9714424014091492	0,10000000000000009	0,0	0,0
49	1,0	0,8495048823410253	1,0	0,8475058019200462	0,2	0,5996446164009915	0,8654114007949829	1,1102230246251565e-16	0,0	0,0
50	1,0	0,42411172000028563	1,0	0,8374842826543866	0,2	0,6615650400051766	0,3702544569969177	0,10000000000000009	0,0	0,0
51	1,0	0,5722071267262299	1,0	0,30603268698770403	0,2	0,30383761548067867	0,9103971123695374	1,1102230246251565e-16	0,0	0,0
52	1,0	0,42275326804304647	1,0	0,6775058622542838	0,2	0,3292050858336747	0,9771028757095337	0,10000000000000009	0,0	0,0
53	1,0	0,3267793988366269	1,0	0,5963586144634061	0,2	0,06358666423086579	0,9977467656135559	0,10000000000000009	0,0	0,0
