	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	KnobLevel_pred	Fitness	convieneSvolta	predAction
0	1,0	0,057930323756848257	1,0	0,16241791439562558	0,2	0,17167999557142288	0,8409942984580994	0,10000000000000009	0,0	0,0
1	1,0	0,7622021261026161	1,0	0,8595584375871776	0,2	0,6077374539287324	0,49056172370910645	0,10000000000000009	0,0	0,0
2	1,0	0,41381661074663867	1,0	0,6011510856965349	0,2	0,8699957093544857	0,21502470970153809	0,10000000000000009	0,0	0,0
3	1,0	0,10848839584405745	1,0	0,973183246521167	0,2	0,695089046826458	0,9772718548774719	0,10000000000000009	0,0	0,0
4	1,0	0,6619880401616018	1,0	0,48750234343452403	0,2	0,6652767382469846	0,8000967502593994	1,1102230246251565e-16	0,0	0,0
5	1,0	0,9005304409068123	1,0	0,4956126599501245	0,2	0,3531385590418902	0,9550816416740417	1,1102230246251565e-16	0,0	0,0
6	1,0	0,8640887271544695	1,0	0,2515781244772415	0,2	0,6855864155179433	0,9657050371170044	1,1102230246251565e-16	0,0	0,0
7	1,0	0,2522332325038784	1,0	0,009552969283880497	0,2	0,3755798573707547	0,9700244069099426	0,10000000000000009	0,0	0,0
8	1,0	0,5580940386624923	1,0	0,06085178051977025	0,2	0,8453397567312163	0,4647105932235718	0,10000000000000009	0,0	0,0
9	1,0	0,0010003313851651985	1,0	0,7572802921847372	0,2	0,15991137702903802	0,6367880702018738	0,10000000000000009	0,0	0,0
10	1,0	0,45777560391405936	1,0	0,3480626800346439	0,2	0,7524985409385128	0,9450087547302246	1,1102230246251565e-16	0,0	0,0
11	1,0	0,5227547371817374	1,0	0,49576370981308804	0,2	0,297264736981806	0,9740780591964722	0,10000000000000009	0,0	0,0
12	1,0	0,8323042709308648	1,0	0,18872534000582186	0,2	0,27895803031684374	0,9887082576751709	1,1102230246251565e-16	0,0	0,0
13	1,0	0,46662860023961517	1,0	0,6063364467005786	0,2	0,5187334978176289	0,6351871490478516	0,10000000000000009	0,0	0,0
14	1,0	0,838175785354422	1,0	0,23892551382860716	0,2	0,5809857708982737	0,9731732606887817	1,1102230246251565e-16	0,0	0,0
15	1,0	0,65380181253972	1,0	0,5914244889269581	0,2	0,5225808113166724	0,972176194190979	1,1102230246251565e-16	0,0	0,0
16	1,0	0,01934506377349432	1,0	0,24100741606300746	0,2	0,27083091694737127	0,9761033654212952	0,10000000000000009	0,0	0,0
17	1,0	0,5561443010809722	1,0	0,9039932962571211	0,2	0,49045356170598875	0,9689621925354004	0,10000000000000009	0,0	0,0
