	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
0	6,0	0,0917024589588552	4,0	0,720328829302679	0,4722359796726433	0,0	0,4718887989096687	0,0	1,0
1	4,0	0,8811635484930912	6,0	0,5252024348888438	0,6655044827681681	0,8274990320205688	-0,25	1,0	0,0
2	5,0	0,008434700621019808	5,0	0,33134153627875973	0,44245264430678755	0,0	1,0049175247758433	0,0	1,0
3	2,0	0,9941637799021811	4,0	0,6160738464649	0,305085397593612	0,3403933346271515	0,25	0,0	1,0
4	1,0	0,5995223508203102	6,0	0,5640723374455364	0,4063335854033253	0,250602662563324	0,9237307097060408	0,0	0,0
5	2,0	0,9768731652486308	5,0	0,14650715167200923	0,08221199979399507	0,0	1,2449580285639397	0,0	1,0
6	6,0	0,2495717981218849	3,0	0,5285914765384228	0,24573674480319607	0,0	0,25	0,0	1,0
7	3,0	0,06167540029272833	3,0	0,7093870814979335	0,8737619344238118	0,0	0,8559302495807539	1,0	1,0
8	5,0	0,6808924979324321	4,0	0,7494100749544012	0,010608205443727314	0,9569646120071411	0,534128096328743	0,0	0,0
9	4,0	0,7430412395582694	4,0	0,28302181044012653	0,45978002096025095	0,0	1,0	1,0	1,0
10	5,0	0,8215680273986362	1,0	0,7293762094662568	0,056571498296563716	0,9702111482620239	-0,25	1,0	0,0
11	4,0	0,13906353446110165	3,0	0,985768999058766	0,4109589629056891	0,6447640657424927	1,0	0,0	0,0
12	3,0	0,49953367939199644	2,0	0,7000143221452118	0,28813496036113206	1,0	0,75	1,0	0,0
13	1,0	0,07732777443323846	1,0	0,2330136216727351	0,5199393498041999	0,0	0,9069343345261028	0,0	1,0
14	2,0	0,4956506574677174	1,0	0,428403565044429	0,5797774705039573	0,0	1,25	1,0	1,0
15	1,0	0,6699514117089131	1,0	0,5335695303504813	0,5310895018144287	0,0	0,8051915212638016	1,0	1,0
16	5,0	0,6152415845265716	5,0	0,7384343516757049	0,6182842438254279	0,0	0,6051787014983666	1,0	1,0
17	5,0	0,6020645825671901	5,0	0,2667033261002332	0,192638271177084	0,19154495000839233	1,0	0,0	1,0
18	5,0	0,24886560949104397	6,0	0,9471692162266835	0,9811557377075405	0,0	1,234446723118574	1,0	1,0
19	2,0	0,9293112973188745	2,0	0,15160101903168022	0,8604287462376671	0,0	1,25	1,0	1,0
20	3,0	0,2537162897902341	4,0	0,11178507036494101	0,3014698945697458	0,0	1,0	0,0	1,0
21	4,0	0,8754034360217372	6,0	0,6193476996278288	0,4370577289401941	0,6186228394508362	0,30619513671950094	0,0	0,0
22	2,0	0,5376762267704869	1,0	0,4604094072684154	0,9336248288904306	0,0	1,25	1,0	1,0
23	4,0	0,35948645352748154	6,0	0,710385402434091	0,7965809813472142	0,3465205132961273	0,9376434960900927	1,0	0,0
24	6,0	0,6525335517866246	2,0	0,968863070887507	0,2960108547555854	1,0	-0,25	1,0	0,0
25	3,0	0,29205180743606407	3,0	0,03776068595721305	0,48888947360998036	0,0	0,7035819008514639	1,0	1,0
