	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
0	4,0	0,9290884899427984	3,0	0,23136570176063287	0,011636250343652899	0,009324883110821247	1,0	0,0	1,0
1	6,0	0,36012568642382436	4,0	0,12690993604553813	0,09521040420437465	0,0	0,25	0,0	1,0
2	2,0	0,08058641111651443	4,0	0,45961150894768277	0,8115286368679783	0,0	0,54330788236103	1,0	1,0
3	3,0	0,3462599591947715	6,0	0,5722578898134811	0,034892518557628205	0,9170303344726562	0,75	0,0	0,0
4	2,0	0,11995499111466223	1,0	0,5725940885444037	0,6087702859380324	0,0	0,7268213195085501	1,0	1,0
5	5,0	0,7714230198042237	1,0	0,5525591660280839	0,9397822855601126	0,0	0,9942675808921182	1,0	1,0
6	1,0	0,7493607695395119	3,0	0,3443015454103808	0,9370721643704103	0,0	1,1465160896209567	1,0	1,0
7	1,0	0,3914704804815109	5,0	0,7453382686530992	0,662775013074785	0,7278233170509338	0,5030093771615863	0,0	0,0
8	1,0	0,5178155253657468	4,0	0,8326965919370419	0,4669644302776773	0,2934389114379883	1,0	0,0	0,0
9	6,0	0,3137682500775951	6,0	0,6198422991051054	0,7228839035432137	0,41578271985054016	0,9464462132624873	1,0	0,0
10	5,0	0,286129990655582	1,0	0,901525900623498	0,5009988450014061	0,3329390585422516	1,1360610433493392	1,0	1,0
11	3,0	0,22557394887902515	2,0	0,7348768725002673	0,9737523330940472	0,13547790050506592	0,9877679983317914	1,0	1,0
12	3,0	0,1984725851929079	2,0	0,5902051915184697	0,9001840221581532	0,0	1,0	1,0	1,0
13	1,0	0,8173907781955874	3,0	0,9261932725788057	0,7647952264944822	1,0	1,0	1,0	0,0
14	1,0	0,9380719710211738	2,0	0,9441504094367926	0,24735408305536633	0,5909777283668518	0,9081996211715155	0,0	0,0
15	2,0	0,8024677946757883	3,0	0,37981811736159954	0,3383103212358629	0,10740791261196136	0,25	0,0	1,0
16	3,0	0,19084573483622325	1,0	0,715074254091375	0,12153099604254802	0,009161675348877907	0,0	0,0	1,0
17	1,0	0,8671083907675807	4,0	0,913614592515254	0,9774269435273751	0,43724876642227173	0,1254724191880882	1,0	0,0
18	5,0	0,7515908990028548	3,0	0,7400198156624702	0,2559840617183027	0,8331239223480225	-0,25	1,0	0,0
19	6,0	0,9895326676398524	2,0	0,3205643330648126	0,4578105388423722	0,0	0,8661534881083467	1,0	1,0
20	1,0	0,5513658523133137	5,0	0,6112792150176345	0,9958660662158915	0,5663157105445862	0,14026680218816062	1,0	0,0
21	4,0	0,7354831497449151	4,0	0,9573355843524032	0,42384650051640493	0,8730737566947937	0,2305763143403693	0,0	0,0
22	6,0	0,8101443049848065	5,0	0,8810040064116653	0,38235973483765673	0,3464283347129822	1,0	1,0	1,0
23	5,0	0,8902627583445254	6,0	0,9851257924816411	0,8870211115143839	0,0	0,9243927982272144	1,0	1,0
24	1,0	0,944996818938685	2,0	0,0845432215120947	0,25231749478191623	0,0	1,25	0,0	1,0
25	4,0	0,5103565119951903	3,0	0,9391632248308398	0,7787546879240588	0,377785861492157	0,869380152233893	1,0	1,0
26	4,0	0,4846524043898195	2,0	0,7537039160082262	0,5731141542180271	0,16812190413475037	0,7988599379965791	1,0	1,0
27	2,0	0,39068343242179593	5,0	0,23330754257087938	0,8523820546367568	0,0	1,0	1,0	1,0
28	2,0	0,7820530078227087	6,0	0,9530883049999233	0,2773152820453445	1,0	0,9309736179273357	0,0	0,0
29	2,0	0,5809122336325152	6,0	0,8159491345476102	0,4725428134665768	0,3838858902454376	1,0	0,0	0,0
30	2,0	0,09232911428986101	3,0	0,14926162216944727	0,9838697256681916	0,0	1,0	1,0	1,0
31	6,0	0,15529542249657313	5,0	0,45908327188042586	0,960579457597383	0,0	1,25	1,0	1,0
32	6,0	0,11226966267007121	6,0	0,580137199550584	0,7196259741896373	0,0	1,1655723557654567	1,0	1,0
33	5,0	0,17243237716287252	6,0	0,8026694408865194	0,850831411372722	0,0	1,0878400498054026	1,0	1,0
34	2,0	0,10507182201729026	5,0	0,6260242659240116	0,025659955265130874	0,13204829394817352	0,75	0,0	0,0
35	3,0	0,33583485374490774	6,0	0,7857656323055687	0,49089123355745656	0,36394786834716797	0,7031090425227725	0,0	0,0
