numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
5,0	0,6721342880535534	1,0	0,7201295171986768	0,12065819211535778	0,9679469740325387	0,25	1	0
3,0	0,7843076454954105	4,0	0,3872036164069983	0,8265245635451649	0,08188360291033436	0,25	1	0
2,0	0,7438189314236897	2,0	0,08778969113805268	0,6886996641539513	0,6924477500534308	0,25	1	0
3,0	0,3756300663297365	3,0	0,13062574768612656	0,24699885631685903	0,4898465095596922	0,25	0	0
3,0	0,5863991293799645	6,0	0,8585351546221787	0,40245597459461613	0,2598931819886038	0,25	0	0
1,0	0,1757234233607623	6,0	0,1819306130451006	0,45119578713939235	0,4857396537429991	0,25	0	0
6,0	0,41473147777298847	6,0	0,4464689060246878	0,6461961488838892	0,5609919889879079	0,25	1	0
1,0	0,5899300222110521	6,0	0,7297370889833076	0,27565960152026725	0,825969601389345	0,25	0	0
6,0	0,5769221028168469	6,0	0,2559488550914589	0,9420070609860275	0,023899674979609986	0,25	1	0
5,0	0,6445680887647699	2,0	0,9209517742018885	0,15859518671599526	0,3787719461619691	0,25	1	0
6,0	0,6792392738433214	3,0	0,11810424574885348	0,3436259200396711	0,7700877765959405	0,25	1	0
3,0	0,940656460501454	6,0	0,503932692524363	0,7892648793978059	0,22650735998380134	0,25	1	0
2,0	0,18113823718879973	1,0	0,21254848757497424	0,509618705920794	0,45300632948237984	0,25	1	0
3,0	0,7803130421498745	6,0	0,16640102193883477	0,7752200116871933	0,8221260775038299	0,25	1	0
6,0	0,7421145338134827	6,0	0,5459236205598978	0,8330479846783689	0,14482731549582684	0,25	1	0
5,0	0,06984028336509729	4,0	0,310475587281813	0,23838700476611918	0,4728428727350139	0,25	0	0
5,0	0,061758994704422254	2,0	0,11219771615682239	0,10187381510363991	0,14359619892379394	0,25	0	0
6,0	0,7432935553149117	3,0	0,32454808603468066	0,705046222361004	0,4352695763459381	0,25	1	0
6,0	0,474586917340169	5,0	0,22460553804054495	0,9973589790715444	0,04083637928826955	0,25	1	0
5,0	0,053963418378199735	5,0	0,31937426679465053	0,5700226099186835	0,33883539118243233	0,25	1	0
2,0	0,8811253248790647	4,0	0,5196929726581868	0,006236989553953798	0,5297164793394443	0,25	0	0
1,0	0,6976709018520673	4,0	0,5526528008778996	0,6076674242877989	0,6529998678778571	0,25	0	0
3,0	0,19427074627830132	4,0	0,6830379758075148	0,7906630585216233	0,8756924134350933	0,25	1	0
3,0	0,7431723773993478	3,0	0,7378760603029128	0,6895890724418828	0,40963764982502193	0,25	1	0
2,0	0,0007585465890328491	4,0	0,32720080332499324	0,6489897007796415	0,9324318750758761	0,25	0	0
5,0	0,7525976324147672	1,0	0,2608278812898547	0,871155968491691	0,008537510466464449	0,25	1	0
1,0	0,5205858496623016	5,0	0,7774524641375689	0,0878054929986456	0,4154704476943727	0,25	0	0
6,0	0,09645714201211764	2,0	0,7032662665281794	0,1802568626894484	0,9295967090238825	0,25	0	0
2,0	0,8468748745775747	6,0	0,43665436752229647	0,4850525347166813	0,34453394142313065	0,25	0	0
2,0	0,18578735907998167	5,0	0,7225066101318623	0,8271451681269529	0,8915690244417337	0,25	1	0
3,0	0,7884079174109838	6,0	0,48064208855578494	0,6792987093735168	0,3450965598429986	0,25	1	0
5,0	0,2721631036469345	3,0	0,07424904151017564	0,8268449267957295	0,8257052058510621	0,25	1	0
4,0	0,14032353052922686	2,0	0,29763113888497383	0,9495908859967552	0,3010410768222087	0,25	1	0
1,0	0,44400099958750516	6,0	0,7260311444916754	0,10871608193036886	0,47771572786609917	0,25	0	0
6,0	0,7047735928296188	6,0	0,4461285311597887	0,5783874201747137	0,5898414697948715	0,25	1	0
6,0	0,6305250227846229	3,0	0,9403655753499172	0,2797448561291598	0,3240461073833367	0,25	1	0
1,0	0,5190904119600528	6,0	0,9360997804567536	0,6583294712867154	0,35140115165050456	0,25	0	0
3,0	0,7992500712621906	4,0	0,872534048910341	0,33354877023147345	0,20229965434707442	0,25	0	0
