	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
0	4,0	0,9842530383254884	4,0	0,8221258342607627	0,8794743731556955	0,0	0,39999999999999997	0,0	1,0
1	3,0	0,4247598860754863	6,0	0,865178704973374	0,47057857133880754	0,0	0,6499999999999999	0,0	1,0
2	5,0	0,2600192261735127	4,0	0,47478408322307697	0,8521527269884045	1,0	0,43333333333333335	0,0	0,0
3	5,0	0,8821611580149648	4,0	0,04145167747418721	0,8082732707627973	0,0	0,39999999999999997	0,0	1,0
4	6,0	0,5343680316614147	3,0	0,6757960623855654	0,10101800235015757	1,0	0,08333333333333331	0,0	0,0
5	1,0	0,541682729353041	5,0	0,02071545179064127	0,33153290694065696	0,0	0,39999999999999997	0,0	1,0
6	6,0	0,8966474429653115	4,0	0,11436381936095319	0,8697386937627054	0,0	0,39999999999999997	0,0	1,0
7	6,0	0,4581631771638367	4,0	0,46996498318852054	0,0019577857779647934	1,0	0,43333333333333335	0,0	0,0
8	5,0	0,49514662556048095	5,0	0,1559998938316417	0,21657398890706359	1,0	0,18333333333333335	0,0	0,0
9	5,0	0,40943342807389016	1,0	0,737419902218632	0,7517893345231218	0,0	0,39999999999999997	0,0	1,0
10	2,0	0,6873653988163794	4,0	0,37553018758778756	0,14336123582754268	0,0	0,6499999999999999	0,0	1,0
11	1,0	0,8942196330595407	5,0	0,6240145035979402	0,7279199448090898	0,0	0,6499999999999999	0,0	1,0
12	5,0	0,8714594338298162	4,0	0,052299567063981756	0,6567061873788159	1,0	0,08333333333333331	0,0	0,0
13	3,0	0,7004163083039109	4,0	0,22175695015914598	0,6813099696247222	0,0	0,6499999999999999	0,0	1,0
14	4,0	0,41799065396659496	1,0	0,6019816412494926	0,9901934944501135	1,0	0,08333333333333331	0,0	0,0
15	4,0	0,6498813244672687	5,0	0,11397385314094188	0,24067177749091562	1,0	0,08333333333333331	0,0	0,0
16	3,0	0,31993162539941966	1,0	0,812477281699914	0,45031785735015306	0,009129762649536133	0,39999999999999997	0,0	1,0
17	4,0	0,034475380324513805	2,0	0,15160209049146978	0,08425691735350249	0,0	0,75	0,0	1,0
18	1,0	0,4274890470024644	3,0	0,9857187709700417	0,7479738668417893	0,0	0,39999999999999997	0,0	1,0
19	5,0	0,8748847749884667	2,0	0,590439302531426	0,8533401794550917	0,0	0,39999999999999997	0,0	1,0
20	2,0	0,7612207306237448	3,0	0,1498878410557768	0,5239969580721022	0,0	0,6499999999999999	0,0	1,0
21	4,0	0,027536016548633357	1,0	0,8715719604374027	0,7030130143520369	0,5698801279067993	0,08333333333333331	0,0	0,0
22	4,0	0,1264696259530531	1,0	0,3227920671286977	0,7706313730033142	1,0	0,43333333333333335	0,0	0,0
23	4,0	0,17149100883335278	5,0	0,5077504291452063	0,26647276842934353	0,1875036358833313	0,6499999999999999	0,0	1,0
24	6,0	0,45154366501918564	4,0	0,44820569757532125	0,20393085948179845	1,0	0,43333333333333335	0,0	0,0
25	4,0	0,8929608791994932	6,0	0,9872721899829305	0,26169658242657523	0,0	0,6499999999999999	0,0	1,0
26	2,0	0,1858850156450933	3,0	0,22447072376467225	0,1717742679150338	0,0	0,5	0,0	1,0
27	2,0	0,47628743578497634	1,0	0,824622542908114	0,9038784174099543	0,0	0,39999999999999997	0,0	1,0
28	4,0	0,47921718050411255	1,0	0,296703082185397	0,7162883642932432	0,0	0,75	0,0	1,0
29	3,0	0,5449487803830176	1,0	0,6268212444798025	0,13851175782867864	0,12397760152816772	0,39999999999999997	0,0	1,0
30	4,0	0,44908992226633104	1,0	0,5651952235043992	0,6911925056796945	0,0	0,39999999999999997	0,0	1,0
31	5,0	0,6676041948783978	1,0	0,6906792484413014	0,51445001085932	0,48750752210617065	0,39999999999999997	0,0	1,0
32	1,0	0,019872989061744062	1,0	0,8151637523626177	0,5510538532050777	0,17844511568546295	0,08333333333333331	0,0	0,0
33	6,0	0,1580775719758174	2,0	0,019775913546333346	0,26230091121952415	0,0	0,75	0,0	1,0
