numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
5,0	0,37656951021886276	4,0	0,25705087591304643	0,6826224769085067	0,7231190508919207	0,25	1	0
6,0	0,06945090327238423	6,0	0,2993511688024566	0,34477940043920163	0,9932382503918294	0,25	0	0
1,0	0,6274669246401487	2,0	0,8001333148324505	0,750176133829798	0,5482157096133995	0,25	1	0
2,0	0,26861331635327024	2,0	0,9017817277305242	0,922194698618842	0,12632434432495754	0,25	1	0
3,0	0,5451826680467227	6,0	0,4900324743332103	0,5973376634744948	0,741659120706463	0,25	0	0
3,0	0,6296029571127205	1,0	0,11803547407748116	0,4588820537708215	0,46055229315644375	0,25	1	0
3,0	0,6558543319582114	5,0	0,20998743272570508	0,15388795546898693	0,8411586028297692	0,25	0	0
5,0	0,7303292473617868	6,0	0,22135626868499136	0,4608025442583453	0,4202381304619828	0,25	1	0
3,0	0,3437519108946261	1,0	0,8033493481604553	0,5294863902900544	0,17327907437803847	0,25	1	0
1,0	0,30376300042368687	3,0	0,11786142391446253	0,9865076672139651	0,9779626457372156	0,25	1	0
2,0	0,7170623325373937	5,0	0,5287400284001591	0,5725291644311582	0,4709132201267915	0,25	0	0
6,0	0,3125453200864303	5,0	0,8165471243471604	0,9898981343663419	0,6366208088332762	0,25	1	0
6,0	0,5664093930823217	4,0	0,29007835609162114	0,39661045736604217	0,28085676159739137	0,25	1	0
5,0	0,14943124843987043	6,0	0,6773456638508163	0,1385547234554695	0,950734196137105	0,25	0	0
3,0	0,537577417987962	2,0	0,41715269056329696	0,9345910848800832	0,005452344670032527	0,25	1	0
6,0	0,7072138119497051	5,0	0,6680850280787198	0,6724263684372033	0,03673444363611922	0,25	1	0
1,0	0,6906900422988337	6,0	0,38976865097814706	0,24572077890106425	0,16825296746563823	0,25	0	0
3,0	0,9324877949523686	2,0	0,08386671475115393	0,8769006597482067	0,33178118147982416	0,25	1	0
5,0	0,8965636875360921	5,0	0,2036072905916596	0,4631006817793877	0,7350740751970833	0,25	1	0
1,0	0,4317134924702303	3,0	0,9640496855172109	0,4126257854410782	0,29367464711459257	0,25	0	0
1,0	0,2523249616310319	5,0	0,5600776597367688	0,9679345960494388	0,38544115415908	0,25	1	0
3,0	0,897456955592899	6,0	0,6588336189856376	0,31320128356614907	0,7260270911915736	0,25	0	0
6,0	0,6673793270664877	2,0	0,4144948558452426	0,7494377725734126	0,1631977169662574	0,25	1	0
2,0	0,20774249088721675	5,0	0,28042854749252466	0,8737369169717262	0,8138651955870329	0,25	1	0
1,0	0,10754465900940413	6,0	0,373548042191193	0,17229113126897733	0,9378217942874788	0,25	0	0
5,0	0,22000281441451974	4,0	0,14696752298181237	0,4076873583852354	0,6635105134448599	0,25	1	0
4,0	0,8022953198200572	1,0	0,1240093163410313	0,25817947976143507	0,12414328014058995	0,25	1	0
5,0	0,3475093636603037	5,0	0,6587617303950054	0,6829134684841747	0,5878807262906339	0,25	1	0
5,0	0,5109401809267122	2,0	0,41677860383212084	0,27288743365764934	0,0710987368873961	0,25	1	0
5,0	0,6895014401754452	5,0	0,7375940018009285	0,05205454964243039	0,3690193858136056	0,25	0	0
