numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
5,0	0,4408886377543747	2,0	0,3696721433438106	0,8135660347379726	0,5500966089717829	0	1	1
2,0	0,7071343811950764	5,0	0,6655532815824728	0,27624740282204097	0,7900061820031135	0	0	1
3,0	0,3729149360092662	2,0	0,5398665962775474	0,8523413365658931	0,8593421841682666	0	1	1
2,0	0,30155976952232433	5,0	0,9204339759418756	0,3021216705383136	0,9993735655001792	0	0	1
4,0	0,7685181658371082	4,0	0,9477890540513451	0,5573126179410148	0,0903028755685833	0	1	1
3,0	0,004294305817411526	2,0	0,738494981424105	0,18980856216107955	0,12215971908726375	0	0	1
5,0	0,6472439520467174	3,0	0,2955568691634436	0,44356232936300866	0,8992667651235348	0	1	1
3,0	0,6668877314558883	5,0	0,7995761749538146	0,4821893962043886	0,8472748481349526	0	0	1
6,0	0,3386844298925026	4,0	0,11231562295288233	0,045417362604427525	0,39526339608762895	0	0	1
4,0	0,1394232934564973	1,0	0,550959990299315	0,9059227315800504	0,3493752654723803	0	1	1
3,0	0,40162992192448665	1,0	0,8408769162026405	0,03914212620067381	0,7076217043232789	0	0	1
4,0	0,09248113130306057	3,0	0,0550336361538708	0,2957921016546218	0,7881201736714002	0	1	1
6,0	0,5834314415338177	2,0	0,22214385704162232	0,4148969058190054	0,3964539654702478	0	1	1
3,0	0,022548646357577584	2,0	0,5384122941602124	0,5440819599280334	0,7864123358453176	0	1	1
4,0	0,6715577763141967	6,0	0,0873769370901547	0,36734692695968196	0,7972908803766656	0	1	1
5,0	0,19445003934551297	4,0	0,3177578121660044	0,6495607367060315	0,24961165309339794	0	1	1
5,0	0,9434021641019553	5,0	0,908446950217831	0,40943352746471307	0,5749005084764265	0	1	1
3,0	0,1479459383783025	4,0	0,8538040699633991	0,8073493144287976	0,4060925267445584	0	1	1
3,0	0,3728311509802251	4,0	0,28465036559790524	0,8471723653934679	0,4309277693475405	0	1	1
3,0	0,9775236282168033	3,0	0,874301735766478	0,7967548139301471	0,7253242125518553	0	1	1
1,0	0,7278533569559817	2,0	0,44422036216801153	0,690239911563607	0,48900307951152877	0	1	1
4,0	0,28863401833020397	4,0	0,805672785103326	0,7231176782424233	0,936669379750626	0	1	1
4,0	0,8964288265570535	6,0	0,13956768688195587	0,01143573419416799	0,6536833670701987	0	0	1
5,0	0,08607797431677044	5,0	0,2077837907018597	0,6727677122273694	0,3081695640331512	0	1	1
4,0	0,9866383473233635	5,0	0,06611578116679928	0,4192405984917521	0,7660534675139034	0	1	1
5,0	0,08844827865525229	4,0	0,4094606387526243	0,5623859495869091	0,9677861885466267	0	1	1
3,0	0,1748930108235317	4,0	0,46211996458654847	0,5625247274643543	0,22127409831622524	0	0	1
5,0	0,19925756146018514	2,0	0,832283723218512	0,1792668410168321	0,9180488444590112	0	0	1
3,0	0,4905856180357404	5,0	0,8227992193866395	0,2992768895808625	0,5639581996237649	0	0	1
3,0	0,30391437928453446	5,0	0,5592810566712619	0,4138100697681274	0,7791691056244039	0	0	1
4,0	0,02684001469030639	2,0	0,0024466749580499547	0,32588623744290546	0,2803001464642175	0	1	1
3,0	0,9560265961330772	3,0	0,8342430713516535	0,5106762405250447	0,5187977668493495	0	1	1
4,0	0,6538129722022522	1,0	0,892686525640555	0,44957501137407985	0,42955284110334346	0	1	1
4,0	0,49188650330002004	2,0	0,6878431859969037	0,3590391721713688	0,009583439563281226	0	1	1
2,0	0,11935466352640356	1,0	0,2772170341987179	0,1392349659267761	0,20661965618677336	0	0	1
1,0	0,7455655735862218	5,0	0,5810657700932466	0,828343617048808	0,33775515517078736	0	1	1
5,0	0,8683459181928004	4,0	0,627996047481245	0,563291214469632	0,6103192392738179	0	1	1
4,0	0,8182807946174121	6,0	0,37320221597348047	0,7627259378955857	0,9544529839408864	0	1	1
6,0	0,017545080522299306	5,0	0,25953718396162406	0,7811239799369876	0,26876448640924566	0	1	1
5,0	0,14613712072134843	1,0	0,4610439678901229	0,45674617594457545	0,36891935915254914	0	1	1
6,0	0,35738546522936854	2,0	0,05288832837842661	0,2336112266383128	0,9435546860300945	0	1	1
3,0	0,6362471350439236	4,0	0,9551563587485575	0,8127470916136144	0,021800182738612728	0	1	1
1,0	0,2916640976787531	3,0	0,6389465252780692	0,31887756732937955	0,21902018807309453	0	0	1
1,0	0,19381483470233107	5,0	0,628029951328393	0,3955955623538543	0,10103217018068633	0	0	1
1,0	0,7526285064752095	5,0	0,5437123352483425	0,8288069775662514	0,7887299944762194	0	1	1
3,0	0,7998772062441133	6,0	0,2714589736271181	0,6610400547460049	0,09113687755067923	0	1	1
6,0	0,3625226773011193	6,0	0,5344203232232231	0,20191927997223447	0,8225640328766868	0	0	1
3,0	0,012897663838784656	2,0	0,518170746277405	0,44311061333142887	0,8258233317797505	0	0	1
3,0	0,41199450448388664	4,0	0,9209073775320349	0,6776952460909708	0,2690835792689571	0	1	1
2,0	0,21787621196027773	1,0	0,5033828930639735	0,9974690995782959	0,2594262727119889	0	1	1
2,0	0,6134283594016195	5,0	0,8314161818660438	0,715668456110036	0,7789411774338145	0	0	1
5,0	0,7125471275382699	5,0	0,7022648882590736	0,1648835088914956	0,9068942361936375	0	0	1
1,0	0,46049135860823953	4,0	0,07640032557074461	0,5481387637284003	0,9103566274620144	0	0	1
2,0	0,4795182298735522	1,0	0,31157346584685663	0,6961698735237949	0,058646395665177375	0	1	1
3,0	0,8170387032772444	2,0	0,8897263853816817	0,23499999999128718	0,4590945947482352	0	0	1
5,0	0,7635895458617169	5,0	0,34204512962853273	0,1905787640570693	0,33793354859773617	0	0	1
6,0	0,028759537223430054	3,0	0,8145741084113485	0,5622802114514255	0,5828062710958584	0	1	1
2,0	0,8568152091968375	2,0	0,14235933637654152	0,6033869772886415	0,7761467451223322	0	1	1
2,0	0,12534418113411216	3,0	0,13021825239888996	0,8236884009252022	0,9811331976152965	0	1	1
1,0	0,6908181366549706	4,0	0,7840297230461403	0,22764563494165668	0,25864795899117565	0	0	1
1,0	0,7746923080403721	1,0	0,7573340343776902	0,6459315035600874	0,512552694547587	0	1	1
1,0	0,10781738186473178	2,0	0,7930551816507342	0,6066276660708613	0,8417929953382606	0	0	1
5,0	0,059265237071233545	5,0	0,11892221799887193	0,3240711100639776	0,7037362528476223	0	0	1
3,0	0,06624736116562635	1,0	0,6675864235332041	0,727974315447696	0,8213033101220027	0	1	1
1,0	0,9200980708136556	1,0	0,20540118655266637	0,8046210388943108	0,9078588765974285	0	1	1
2,0	0,6706006478632515	2,0	0,029259116133893315	0,40056090642572284	0,3384378463093469	0	1	1
2,0	0,9418449795050595	6,0	0,9487916050832819	0,2765078486971222	0,6063634079922522	0	0	1
3,0	0,16055733602596878	3,0	0,5006344153046767	0,2348613719301601	0,24205651784496374	0	0	1
6,0	0,2418225221701653	5,0	0,5702353571976501	0,21053248211065634	0,7007126268163008	0	0	1
1,0	0,7632440329639935	5,0	0,5288387404158568	0,649130951899575	0,17453883572945839	0	0	1
6,0	0,9642637989063322	2,0	0,1717734627549371	0,15527436200016187	0,6548326755433498	0	1	1
5,0	0,9735799038808745	1,0	0,09868571850830388	0,7149379829847652	0,6459907992908601	0	1	1
2,0	0,8512968101185269	5,0	0,47471550380038485	0,12196155618577076	0,7681456708511898	0	0	1
6,0	0,18512577891100812	5,0	0,6735256981681863	0,9816757109638335	0,7885618257868735	0	1	1
1,0	0,8347421538444038	2,0	0,9813011242420603	0,03127375395654908	0,10705516848989038	0	0	1
4,0	0,5142510028746292	2,0	0,40757796997461815	0,5339004769804594	0,5999157312736821	0	1	1
3,0	0,4659016960137796	1,0	0,5197275812619355	0,30039325384327464	0,7307893619562772	0	1	1
4,0	0,7047309151908103	3,0	0,557132122830574	0,9241380808950829	0,08959464812673523	0	1	1
1,0	0,32811540733063815	1,0	0,11572260696277847	0,2006960570006705	0,696526688471174	0	0	1
3,0	0,600389508427489	4,0	0,31200691079383003	0,5728985529597785	0,4264649970124451	0	1	1
4,0	0,5539158911055492	2,0	0,2905893250179463	0,16378637547239527	0,2262730600850995	0	1	1
4,0	0,8567737495125022	2,0	0,89475464702441	0,4135593050976166	0,45088585484707433	0	1	1
4,0	0,36744139477087023	6,0	0,012785844495321164	0,8201213913057186	0,2076376009651929	0	1	1
6,0	0,6720954783646157	4,0	0,39636975853188594	0,12971313755430258	0,5626343376666078	0	0	1
5,0	0,6765186643973433	6,0	0,11921784388547807	0,7249641543492498	0,31550284143669305	0	1	1
4,0	0,6950371160399706	4,0	0,9775708548852962	0,9323373440208282	0,6870523307332695	0	1	1
6,0	0,06471041115902354	2,0	0,975207494192469	0,8174419790368314	0,7128986847281645	0	1	1
3,0	0,5949608299436382	2,0	0,9906613186321335	0,23615431914542206	0,6626122569263369	0	0	1
1,0	0,8381091313414588	2,0	0,7252005003326394	0,8656796368299777	0,23524117046382642	0	1	1
3,0	0,7659721641385452	6,0	0,5936499705387114	0,9782334494431691	0,5681495777015994	0	1	1
6,0	0,3560973068760803	4,0	0,6666770100829409	0,1753993649874075	0,7825277052877461	0	0	1
4,0	0,5114145150698023	4,0	0,14737409925460476	0,5841768338617217	0,4611085934426711	0	1	1
4,0	0,12219006009913869	1,0	0,4893413819169534	0,07399706004029116	0,7771059502839102	0	0	1
2,0	0,9424030045763282	6,0	0,029723518338824695	0,4006147984802325	0,6322725265995844	0	0	1
6,0	0,8303124686198582	1,0	0,4981349086620468	0,9180190758285827	0,045801693519074815	0	1	1
1,0	0,38263298276501834	2,0	0,679204362086623	0,6398257037322949	0,5230868641318316	0	0	1
2,0	0,6219667615237282	3,0	0,09633362859615269	0,32613222470717174	0,09806413380144796	0	0	1
1,0	0,7516097465153702	6,0	0,7675721085979603	0,2224066100405352	0,9274796813113363	0	0	1
4,0	0,293562931285003	2,0	0,4978990442324456	0,735760785134459	0,054811675211313915	0	1	1
5,0	0,5424381147594425	3,0	0,8094815973913096	0,8749931395370971	0,52068763935644	0	1	1
