	numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
0	6,0	0,05285607972905293	2,0	0,8776787554538361	0,5736852129326202	0,0	0,6499999999999999	0,0	1,0
1	5,0	0,5035616596347198	4,0	0,08982707736934925	0,25136143420836643	0,0	0,39999999999999997	0,0	1,0
2	3,0	0,9580095509616086	5,0	0,9449937012372333	0,8480499774512443	0,28583112359046936	0,6499999999999999	0,0	1,0
3	3,0	0,5304313854226973	4,0	0,8214892134980593	0,8686037987934604	1,0	0,3333333333333333	0,0	0,0
4	2,0	0,3204718397417545	1,0	0,35851547806519957	0,8420814664827327	0,5515750646591187	0,5	0,0	1,0
5	3,0	0,4496080159431781	2,0	0,33074393373644706	0,4011769529452116	1,0	0,43333333333333335	0,0	0,0
6	6,0	0,9456992795345326	6,0	0,5477078659121443	0,5175174908905948	0,0	0,39999999999999997	0,0	1,0
7	3,0	0,9055904964813872	4,0	0,5579248250272225	0,14808345513807986	0,0	0,6499999999999999	0,0	1,0
8	2,0	0,9823270286897655	2,0	0,16998809948447813	0,8079449076334329	0,0	0,6499999999999999	0,0	1,0
9	3,0	0,520005141578578	3,0	0,4299368761979734	0,4541546176172979	0,1572316288948059	0,6499999999999999	0,0	1,0
10	2,0	0,7936462408662414	1,0	0,6742224955489071	0,5149812908431991	0,0	0,6499999999999999	0,0	1,0
11	2,0	0,2566041482043323	2,0	0,6696743215809601	0,46947956043055983	0,0	0,39999999999999997	0,0	1,0
12	4,0	0,5166917077275144	3,0	0,11506651573815285	0,5272166101971524	0,0	0,6499999999999999	0,0	1,0
13	1,0	0,9556924542993737	2,0	0,6171104820963127	0,007614532083982772	0,714550793170929	0,3333333333333333	0,0	0,0
14	6,0	0,9772753394930729	4,0	0,9479783267080916	0,7710307379984231	0,9289864301681519	0,08333333333333331	0,0	0,0
15	3,0	0,9403599890744733	3,0	0,11748029319297737	0,37549489433970473	1,0	0,3333333333333333	0,0	0,0
16	1,0	0,9509339023839085	4,0	0,31343481983307264	0,884146328544129	0,29129326343536377	0,6499999999999999	0,0	1,0
17	2,0	0,9146426457007254	1,0	0,1554534485754352	0,33583575730344484	1,0	0,3333333333333333	0,0	0,0
18	1,0	0,685653162690213	2,0	0,6583322087245661	0,47957768439865134	0,0	0,6499999999999999	0,0	1,0
19	1,0	0,6226033600283253	6,0	0,41495670178523003	0,5657522294229035	0,8228347301483154	0,3333333333333333	0,0	0,0
20	1,0	0,9791895778462607	4,0	0,5271794994077352	0,07564062703426133	0,7342665791511536	0,3333333333333333	0,0	0,0
21	6,0	0,03196495444816383	4,0	0,21836898616021738	0,7682153644235631	0,6705946922302246	0,43333333333333335	0,0	0,0
22	5,0	0,7643507398837583	5,0	0,2966304456097678	0,7213101933355839	1,0	0,08333333333333331	0,0	0,0
23	4,0	0,23255209692670697	5,0	0,2284416040036762	0,7427573716267437	0,8067985773086548	0,18333333333333335	0,0	0,0
24	5,0	0,49256232126715194	4,0	0,865983670058438	0,0010563691432520228	0,844822347164154	0,3333333333333333	0,0	0,0
25	1,0	0,8034690038491502	3,0	0,8511674216430821	0,49341139854739446	0,0	0,6499999999999999	0,0	1,0
26	6,0	0,7152731099269731	1,0	0,7336691869513525	0,021587923954892063	0,0	0,39999999999999997	0,0	1,0
27	6,0	0,5968989928535211	2,0	0,3194522874933945	0,009553509811606853	0,3590758740901947	0,39999999999999997	0,0	1,0
28	2,0	0,2267264360374296	2,0	0,5256018446177343	0,9445043761303226	0,0	0,39999999999999997	0,0	1,0
29	4,0	0,49601980215967345	4,0	0,5806370145087174	0,45997712180864425	0,0	0,6499999999999999	0,0	1,0
30	1,0	0,8891419805724055	2,0	0,1426834153992106	0,06268913769984297	1,0	0,3333333333333333	0,0	0,0
31	2,0	0,5845307442383448	4,0	0,29459021917742556	0,2411687399064939	0,0	0,6499999999999999	0,0	1,0
32	1,0	0,08785326462914478	1,0	0,35158670419498506	0,6453885630186335	0,0	0,5	0,0	1,0
33	1,0	0,4331766593479488	4,0	0,3986837121029647	0,42596561235913144	0,3889765739440918	0,18333333333333335	0,0	0,0
34	3,0	0,3432599095692286	6,0	0,698392397435958	0,32213144579207764	0,0	0,6499999999999999	0,0	1,0
35	6,0	0,10581723600257475	2,0	0,12968931537502348	0,8084262999381278	0,0	0,75	0,0	1,0
36	1,0	0,3768173486038845	3,0	0,8008113991486947	0,2312210914847409	0,0	0,39999999999999997	0,0	1,0
37	3,0	0,1177166117384787	3,0	0,6063243541616782	0,7260806862078827	0,5638934373855591	0,08333333333333331	0,0	0,0
