numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
5,0	0,02169115363627383	4,0	0,16627304661991782	0,03233046102044457	0,924148096450619	0	0	0
5,0	0,3556691844315637	2,0	0,06934405857141246	0,3670312572617872	0,2736765711260455	0	1	0
5,0	0,12016507312393543	6,0	0,7017894837644802	0,460884897657483	0,22148773565980595	0	0	0
4,0	0,07258096878612308	6,0	0,8745732730763974	0,570269940813212	0,2570844060429953	0	0	0
6,0	0,9504989345534811	6,0	0,05244307693305583	0,11736680244574749	0,4645519999397052	0	0	0
2,0	0,34664656870619426	4,0	0,20635181554411552	0,7477294067032006	0,44423352521072323	0	1	0
6,0	0,004670282454286023	3,0	0,14431958238442066	0,7367902076665807	0,9738168932885446	0	1	0
6,0	0,8459654609217789	3,0	0,06870242570845475	0,030482305230913553	0,8836851457027187	0	0	0
5,0	0,6921818654520869	3,0	0,1487374033063915	0,686310600436942	0,9491109649996281	0	1	0
2,0	0,06699469586588414	2,0	0,8030422691302571	0,21732394653229514	0,6630302380616707	0	0	0
5,0	0,5112314535015686	2,0	0,018614940396725732	0,2891925317808798	0,2692939176591791	0	1	0
2,0	0,38278741062730504	6,0	0,6977406715226873	0,1119408989322781	0,7057697500567239	0	0	0
2,0	0,5339715517382854	5,0	0,7765490605976714	0,8034361393789609	0,39945411260729313	0	1	0
3,0	0,7041177469654106	1,0	0,6451258458936291	0,640164759421852	0,14713941109727668	0	1	0
2,0	0,3653801740044583	4,0	0,059847170198731536	0,007374025224984537	0,19721691530666807	0	0	0
4,0	0,5900478966614444	4,0	0,44623268924306325	0,09369968249657601	0,8460509897519622	0	0	0
6,0	0,5105182353486812	4,0	0,8799058383754167	0,6784438706671077	0,2720448300961289	0	1	0
2,0	0,5356331196188825	2,0	0,420445150746827	0,711111291735716	0,29462939073457384	0	1	0
1,0	0,16318607809928654	2,0	0,8424845363746472	0,5176010311702075	0,005776618128330968	0	0	0
1,0	0,2800487955285974	1,0	0,03494209444516483	0,44720790080138617	0,14122845916695292	0	1	0
5,0	0,09387029243182987	5,0	0,7183279814496581	0,31899691803326535	0,030027413348992393	0	0	0
2,0	0,07728933990710285	6,0	0,47216615136284534	0,10487176024652989	0,12078729497003549	0	0	0
5,0	0,24892703913896963	5,0	0,9446833395529786	0,15029406109489196	0,26190884085670896	0	0	0
2,0	0,6901526164094987	5,0	0,56259992378729	0,012997079089065888	0,8006794853303945	0	0	0
2,0	0,2702852802747914	4,0	0,22761878094496402	0,9249458550298018	0,16434597248495542	0	1	0
2,0	0,7333712294255247	6,0	0,7775159155980591	0,270464337614027	0,7185848470945243	0	0	0
1,0	0,012264326225341349	4,0	0,826590522204793	0,7730718260404454	0,805889093333824	0	0	0
3,0	0,8148431259685353	2,0	0,2546000532084799	0,24141077044233172	0,6957870769459271	0	1	0
4,0	0,46791855364815915	4,0	0,12252831784135243	0,13058291880043726	0,2791682111317386	0	0	0
5,0	0,695271678907417	2,0	0,010814779595484159	0,44677765494029376	0,12932240045638188	0	1	0
5,0	0,48402309393926257	3,0	0,19722276061722988	0,11415384929156813	0,7410412359403766	0	0	0
6,0	0,3912116945554752	5,0	0,7449684205043178	0,38591836446498096	0,25244585234006567	0	0	0
3,0	0,09721991395626528	2,0	0,7184313737476035	0,2861244845415315	0,6925516854043969	0	0	0
3,0	0,0031621286403021864	5,0	0,5545143798350164	0,30386820292499905	0,2059839733383011	0	0	0
4,0	0,8679721363176975	2,0	0,4990274795265669	0,010374041398228395	0,9035267728234265	0	0	0
2,0	0,10870459830745405	2,0	0,18439815715933394	0,2527335787269609	0,146912759630778	0	0	0
