numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
2,0	0,3046174313778178	1,0	0,0926028501682673	0,8607825014766171	0,07282306024991492	0	1	0
3,0	0,9292325003793119	4,0	0,826260310343683	0,09444469765000152	0,9381196807347045	0	0	0
3,0	0,040376054676663053	4,0	0,6708858226200699	0,6387854141121293	0,6921400562136488	0	0	0
1,0	0,1545815530631518	6,0	0,04629601833448982	0,3637082892117548	0,12218181647397808	0	0	0
3,0	0,31520058551800123	1,0	0,8968847627901797	0,14186106348787075	0,2036794848238065	0	0	0
1,0	0,25154836212747167	2,0	0,6755203762149297	0,9540639855737919	0,1300967849217658	0	1	0
6,0	0,7714600714094595	5,0	0,3506250322958768	0,43111045857314334	0,12065905519664488	0	1	0
4,0	0,4324260592684561	2,0	0,5928335174001832	0,703405743703545	0,9980237010796098	0	1	0
4,0	0,5577598312911967	2,0	0,731310266481818	0,9265792352739679	0,42468581825623364	0	1	0
5,0	0,3624676141489508	1,0	0,21137495620284874	0,7613749352395965	0,6237393655835757	0	1	0
2,0	0,4133979803513137	3,0	0,3972563696639323	0,905798186963169	0,6679741822599262	0	1	0
3,0	0,9204425968629604	5,0	0,5869208413245555	0,2341194467250448	0,06391806513124254	0	0	0
1,0	0,7871528986465103	1,0	0,10794869422055964	0,05298619134749116	0,31616056283193616	0	0	0
1,0	0,5318214737006983	4,0	0,12550459558709703	0,3850227001584551	0,7878145297289237	0	0	0
1,0	0,9700610971244124	1,0	0,4204082881910777	0,7513046663020715	0,853957483354618	0	1	0
2,0	0,7492550673206377	6,0	0,694368590328218	0,3448460602838559	0,469381660779433	0	0	0
5,0	0,03259001222295688	4,0	0,46829583016844345	0,5454516679927108	0,15455963711147136	0	1	0
2,0	0,46439508863921	3,0	0,6954506662596655	0,9595949250354818	0,8025538687051932	0	1	0
1,0	0,7891953635997204	4,0	0,07007447760215457	0,12506978020144943	0,09707705011327528	0	0	0
5,0	0,6576604830578021	4,0	0,167043353275802	0,5712054102026968	0,58372647472268	0	1	0
5,0	0,5459993964143539	6,0	0,10716041358188277	0,5795412712222429	0,2600660791972895	0	1	0
2,0	0,8029137117703639	6,0	0,9801209255124131	0,6316021429496249	0,7750796353112975	0	0	0
5,0	0,35354836471513196	4,0	0,992611357201927	0,799583133282756	0,33962597770747127	0	1	0
6,0	0,876503233463922	5,0	0,02656245248623057	0,7986606161952573	0,8845049573253406	0	1	0
3,0	0,46854239182824486	4,0	0,06855343168613126	0,42384851664243295	0,4115945113015953	0	1	0
5,0	0,6470980239118279	2,0	0,29922155040549203	0,4608013207906563	0,787695428392015	0	1	0
2,0	0,32729954300291597	1,0	0,27856053614145737	0,896396762605835	0,6957749674668101	0	1	0
5,0	0,5659464304547853	2,0	0,4711871883526293	0,2623736077823213	0,17898855177028217	0	1	0
2,0	0,7939930636033452	6,0	0,021925691959802096	0,7856553785305477	0,9337809736306815	0	1	0
4,0	0,3237629657798282	6,0	0,8849719053759111	0,7105888711144289	0,08511552212349216	0	1	0
5,0	0,5773014909919866	4,0	0,7834170017597747	0,12574240425912453	0,39758607274388635	0	0	0
3,0	0,75809590753889	1,0	0,47362981925342795	0,24779976460361774	0,8424430302584229	0	1	0
2,0	0,575975122040635	5,0	0,9732091442135704	0,6335931891811639	0,6176988798840837	0	0	0
2,0	0,35758286694298214	1,0	0,7160690637997431	0,21807118454152752	0,32422710002579236	0	0	0
5,0	0,419151081914649	4,0	0,640484843679342	0,09114814959587403	0,13751070867968895	0	0	0
2,0	0,18269683234436918	5,0	0,48352183559418127	0,019409515783883502	0,5603079631051785	0	0	0
1,0	0,8754025620945073	6,0	0,48299103415888944	0,8888885546833443	0,5286749849309144	0	1	0
6,0	0,8316979724137676	5,0	0,8895143527408021	0,5890264444053251	0,20095510226678193	0	1	0
1,0	0,2103863230508789	4,0	0,5594848343989325	0,6818706184796743	0,33416553528566006	0	0	0
4,0	0,33182258557976485	4,0	0,30749709891944577	0,22188080641480445	0,41201435855256485	0	0	0
6,0	0,594237841692505	5,0	0,6387833808093285	0,7347494767847388	0,32451401429058657	0	1	0
6,0	0,5913913360060057	6,0	0,2567362307833003	0,28663317802005017	0,6233362915932225	0	0	0
5,0	0,4411903943529659	2,0	0,44728278216692907	0,9177842695532029	0,5288973831017543	0	1	0
5,0	0,4918898260806758	2,0	0,05727407867327028	0,7993591981101922	0,8224968600039636	0	1	0
5,0	0,3682134761721557	3,0	0,7369100010078606	0,7388434479603369	0,23589746015789748	0	1	0
4,0	0,79278519636523	4,0	0,3480974141989871	0,0778537201199917	0,5330580001395303	0	0	0
3,0	0,9771200813194895	2,0	0,841746309924304	0,7932204090027271	0,669565642214813	0	1	0
5,0	0,40069663849319037	3,0	0,7266010038023415	0,6683979794607984	0,2689389210623919	0	1	0
1,0	0,10740671291754467	6,0	0,44500152622366085	0,9527199563388494	0,13847646755768672	0	1	0
4,0	0,4073929723454359	1,0	0,23670211475886227	0,9318907888640566	0,881193623072679	0	1	0
2,0	0,5105433015233692	3,0	0,1551628254714159	0,45706224817191654	0,047633606650826166	0	1	0
5,0	0,7958476686673134	5,0	0,8446988303515015	0,3639579050644248	0,7715541502593	0	0	0
1,0	0,6889796321679235	2,0	0,18282662364976776	0,3485162008875293	0,996344881698283	0	0	0
2,0	0,49374096205004336	6,0	0,9011418128447766	0,1740002529233664	0,5994812842651829	0	0	0
6,0	0,4801142166282607	3,0	0,16547744111245588	0,5082643128636108	0,25347673982601404	0	1	0
4,0	0,3127231174461471	2,0	0,29547643312198213	0,9398630730618384	0,751440015349722	0	1	0
2,0	0,31657510165603897	1,0	0,7839968872561417	0,21518899314828788	0,6100430695523688	0	0	0
2,0	0,13967466778469062	6,0	0,214860163907855	0,9474885715170974	0,8746401512138221	0	1	0
1,0	0,4885868772841917	1,0	0,3830190489868659	0,7288970708980127	0,7259004876354556	0	1	0
3,0	0,8549862600805239	1,0	0,34925334773015226	0,9774698666862739	0,3296554630214379	0	1	0
1,0	0,8660956885464334	6,0	0,3573800866622756	0,3439680512583403	0,560638389826826	0	0	0
5,0	0,07781643524777071	6,0	0,9288028911940904	0,6671842438789498	0,04524029241019156	0	0	0
3,0	0,5476793231863074	6,0	0,4330036979937034	0,3100675559138065	0,9683655736390091	0	0	0
1,0	0,05825632146890647	6,0	0,33955974062531913	0,4759524214058498	0,5613245202855538	0	0	0
4,0	0,115292364860762	2,0	0,211855653388336	0,9062819894238255	0,9073054605894934	0	1	0
4,0	0,6698104448822126	1,0	0,3072235600360985	0,15445039948989658	0,7839764336000135	0	1	0
5,0	0,15821873936112896	5,0	0,014426333597104768	0,5614510057369233	0,11763889617159107	0	1	0
3,0	0,4035275295595484	3,0	0,3188273052552093	0,16855228999936311	0,41578222465793235	0	0	0
3,0	0,09082619685428783	2,0	0,8665993071329512	0,9416621039869247	0,5441936706513435	0	1	0
1,0	0,49425718076440417	1,0	0,8860843002912377	0,31794917520452615	0,17908633782975103	0	0	0
