numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
6,0	0,6913437986368607	4,0	0,6254564249530635	0,561564481405411	0,9460185538195642	0,25	1	0
1,0	0,9630070067004147	2,0	0,4917396145120768	0,08231572310086044	0,7277940753580066	0,25	0	0
3,0	0,7111508566723559	2,0	0,8789532299727779	0,8727361898627958	0,652796328874515	0,25	1	0
5,0	0,6711909685802321	6,0	0,30636780689295706	0,0574050085584048	0,14446431791196213	0,25	0	0
3,0	0,9930142660649921	6,0	0,9496252938051343	0,8199280511312713	0,6789019152577124	0,25	1	0
6,0	0,7194992477675944	5,0	0,22724167724856958	0,021744617540707778	0,7510254002635282	0,25	0	0
1,0	0,23373901326417446	2,0	0,040381225793152065	0,19640849420914785	0,33096058915854576	0,25	0	0
2,0	0,6982822307226547	3,0	0,25027080135482305	0,8070554165426452	0,42241637519987185	0,25	1	0
5,0	0,29992186207071536	1,0	0,6491976767726718	0,06823507826638942	0,058517648875160644	0,25	1	0
5,0	0,406415347530413	6,0	0,9075585228419312	0,41080587517664113	0,36717973513745983	0,25	0	0
6,0	0,9625869303816017	2,0	0,5581020851834283	0,16363664191219796	0,5666368778672369	0,25	1	0
3,0	0,269095400881164	3,0	0,8095736338587793	0,9716168318900861	0,34586641605434576	0,25	1	0
5,0	0,9827315861642413	3,0	0,8843272198519472	0,7244428680060342	0,3754710749352075	0,25	1	0
4,0	0,877666075684659	5,0	0,7187053055060308	0,11660193314557499	0,9457585677724596	0,25	0	0
4,0	0,7037081488767418	5,0	0,8263524467493756	0,1893170657844584	0,49718346586033224	0,25	0	0
5,0	0,5593464213691416	1,0	0,7491070213528246	0,12602204190126287	0,26510638553350563	0,25	1	0
4,0	0,42754115784832925	6,0	0,8037428411166401	0,5834811470371477	0,22521602973409338	0,25	0	0
3,0	0,24615489844198313	1,0	0,2976753039522466	0,9573922181353659	0,6159779299067484	0,25	1	0
3,0	0,022580745809811398	4,0	0,029676436268321726	0,46464529958404843	0,9442479198297963	0,25	0	0
6,0	0,1107399045446339	4,0	0,4954830180762704	0,9478857399924724	0,525369798077351	0,25	1	0
2,0	0,025591190759819415	6,0	0,8139062580482753	0,9117578008870374	0,9304472896126585	0,25	1	0
6,0	0,576815038806383	5,0	0,6491102211783027	0,43802195473551264	0,9964398358331861	0,25	1	0
2,0	0,5901456696187638	1,0	0,6227902369950236	0,7706113194527302	0,858520422769823	0,25	1	0
6,0	0,8023426091940368	1,0	0,2397031173956099	0,8810883003151889	0,16514528539775541	0,25	1	0
2,0	0,22086326443109838	3,0	0,2918428776158204	0,6565637756951871	0,12947195828112656	0,25	1	0
1,0	0,07802434780805567	5,0	0,42030377843658673	0,5265223828825945	0,10141008358427195	0,25	0	0
2,0	0,17190900097505857	4,0	0,29127681688057894	0,8109822749734413	0,4900061199017346	0,25	1	0
5,0	0,4594092210606028	1,0	0,009729731510275563	0,9505220230288111	0,1451288594785355	0,25	1	0
6,0	0,3712633310239777	5,0	0,19565182020331784	0,7476247380634113	0,6133708059589896	0,25	1	0
5,0	0,6044057863434895	3,0	0,5993094667716418	0,6794165895180438	0,618278148131118	0,25	1	0
5,0	0,7141116458520824	3,0	0,8240519309072587	0,5722719180035	0,8848177136468275	0,25	1	0
5,0	0,72349753838856	2,0	0,2867326172418143	0,13526914416273494	0,5570214526253314	0,25	1	0
3,0	0,0723395707232829	4,0	0,32112641951160015	0,6377366726353336	0,3190473001535802	0,25	1	0
2,0	0,40363440047561694	6,0	0,8192272180465144	0,47060824567279946	0,4483010032611435	0,25	0	0
6,0	0,3785071634347995	2,0	0,1829476837616696	0,04376776689923223	0,994591905403199	0,25	1	0
3,0	0,15008899808779297	5,0	0,17378551781967722	0,2301262282367298	0,6339380929819387	0,25	0	0
5,0	0,8506161978652019	1,0	0,6747726087142581	0,006955646981989583	0,12427389577215453	0,25	1	0
4,0	0,10701524172006494	3,0	0,40591136303272535	0,28192758399357	0,9367121008614607	0,25	0	0
