numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
4,0	0,25042132421597374	5,0	0,5069037622507542	0,9400336611751661	0,542408726980262	0,25	1	0
3,0	0,4565534698724809	3,0	0,10264614618922863	0,5241344017090532	0,5556287875346939	0,25	1	0
6,0	0,9209770819782677	4,0	0,4822186514671657	0,10436049409964232	0,424126775521276	0,25	0	0
1,0	0,4278695768721702	4,0	0,13122696197076777	0,7682754121739778	0,37856541005996636	0,25	1	0
1,0	0,7261275660941151	5,0	0,7983806343941814	0,9040890406827771	0,23861195700456528	0,25	1	0
2,0	0,7597232701819874	5,0	0,2993928982778985	0,11282008830832857	0,17265206620155205	0,25	0	0
1,0	0,205301642497429	3,0	0,9506802159182037	0,22962206623490722	0,34001422162645756	0,25	0	0
5,0	0,11074489625081663	2,0	0,15844031760450505	0,28571224894282454	0,10378309731481195	0,25	1	0
2,0	0,3635437236887187	6,0	0,48527675520432145	0,8519179335258505	0,5889884885513313	0,25	1	0
2,0	0,4228246655593504	2,0	0,8287526403655635	0,24606784585485686	0,2634613132860061	0,25	0	0
3,0	0,05438501309832344	6,0	0,5238774394830338	0,46377726983218936	0,24016810099267705	0,25	0	0
5,0	0,1705780005974623	1,0	0,7703599337111326	0,7463500263161872	0,29695371021114025	0,25	1	0
3,0	0,5839973822862553	5,0	0,2676051170239855	0,7003909392951189	0,27629851038431597	0,25	1	0
3,0	0,46532416811622734	6,0	0,8782565129790664	0,7110853942666348	0,8286555754784176	0,25	0	0
4,0	0,7345143768740195	5,0	0,5334045588147863	0,414582994279846	0,9857636882533662	0,25	1	0
5,0	0,09060414266859096	1,0	0,6711730120644588	0,42485744453753693	0,22446686072986666	0,25	1	0
2,0	0,7553419798985468	3,0	0,7975973049480654	0,5208372869296969	0,8003876735633922	0,25	0	0
1,0	0,21617850970433283	5,0	0,09603654401740536	0,6028964000196756	0,8095392729286596	0,25	0	0
1,0	0,5397170486919715	5,0	0,14872187642511847	0,5554489125429662	0,45608129940693354	0,25	0	0
4,0	0,0384848549375465	6,0	0,06986350454317458	0,2965025990434875	0,6709029663537233	0,0	0	1
4,0	0,16840252814951162	6,0	0,0472654233517078	0,9129564209121482	0,6178054617861167	0,25	1	0
6,0	0,7182698714804482	4,0	0,4576789815892929	0,42875502656251063	0,12451195015112537	0,25	1	0
2,0	0,9270780558664425	3,0	0,6190549757461425	0,5743770862454863	0,3179568718844311	0,25	1	0
5,0	0,3180397087577709	1,0	0,39142503915810234	0,30974236143153244	0,6476656959388587	0,25	1	0
