numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
5,0	0,9290685629044659	2,0	0,6346243311248546	0,6544318781183488	0,7955502866369546	0,25	1	0
4,0	0,21840975082686087	5,0	0,23258973325114307	0,7244303429916058	0,8380333566542433	0,25	1	0
2,0	0,7448398697235269	2,0	0,6596768675849412	0,8369233279071824	0,49890026299100965	0,25	1	0
3,0	0,7801781411662048	4,0	0,3663681399268167	0,4461386901323081	0,8899264296947956	0,25	1	0
4,0	0,6770173940902092	4,0	0,3000865426067707	0,8528985966688931	0,3356804391348901	0,25	1	0
1,0	0,22978177998681948	3,0	0,16225305239789833	0,10993128975862276	0,30860153739025364	0,25	0	0
4,0	0,5574975910971788	4,0	0,22702560637890767	0,10278194691284925	0,46385330863703	0,25	0	0
5,0	0,21083213275775226	1,0	0,5241137387102508	0,32419877034471156	0,6684913306210375	0,25	1	0
1,0	0,645062952973349	3,0	0,38432027382499967	0,08019902214180585	0,8363037599353529	0,25	0	0
2,0	0,6111059022765237	2,0	0,642796068373086	0,8417716116907915	0,984896589034822	0,25	1	0
4,0	0,8875116935868729	2,0	0,9894866691312665	0,41539738135067905	0,19566500116487273	0,25	1	0
4,0	0,7570018567731919	2,0	0,401336760962823	0,7216806780557341	0,44219547720168495	0,25	1	0
1,0	0,7706262245391399	6,0	0,5845640597404023	0,22882543206877726	0,3077782356648795	0,25	0	0
4,0	0,8809566634688661	3,0	0,0655855465746017	0,7035490481147751	0,4762154911358628	0,25	1	0
2,0	0,9749431349422354	3,0	0,5641841760046303	0,16507280620341203	0,026038619982882483	0,25	0	0
6,0	0,12152166267060449	3,0	0,8158175150209748	0,029331069974384505	0,9467946767880889	0,25	0	0
5,0	0,6853633945406099	5,0	0,11034915725158057	0,6451396243157579	0,1858160503254188	0,25	1	0
5,0	0,29224468162065276	5,0	0,6969801386899871	0,44590186977919843	0,6369621493393798	0,25	0	0
5,0	0,273602702480793	2,0	0,4024636189374434	0,897046324095052	0,5362338240006254	0,25	1	0
6,0	0,2331624925440008	2,0	0,6146988964202075	0,21072530095726727	0,7515630341540157	0,25	1	0
2,0	0,40233403992490024	6,0	0,6845000688625964	0,1390595989503438	0,6337762350910235	0,25	0	0
5,0	0,8525805172419985	2,0	0,7291905779440943	0,8079449076334329	0,37364836055788353	0,25	1	0
3,0	0,37673721612746924	4,0	0,29260628380058173	0,10662529894096917	0,3741698739893239	0,25	0	0
3,0	0,6058528754184123	1,0	0,6285988353428248	0,5900381817786972	0,437628170678631	0,25	1	0
4,0	0,27310995946599237	5,0	0,25343663892403767	0,2194743269533862	0,7707977009163807	0,25	0	0
1,0	0,7118942418209203	2,0	0,6359817149719108	0,4277828273068458	0,09864169545056489	0,25	0	0
1,0	0,7081781669280404	3,0	0,4732192611498395	0,11971638649142202	0,2584466921854054	0,25	0	0
5,0	0,45130482722358556	6,0	0,8714931142070024	0,713597683411197	0,6473093328162871	0,25	1	0
6,0	0,9492471690378552	6,0	0,48753988117407854	0,13654875040338044	0,5305745805658351	0,25	0	0
3,0	0,8620578226329595	3,0	0,9380235616561078	0,7208595953595726	0,8316581241406129	0,25	1	0
4,0	0,026041642750325722	1,0	0,5079705327397113	0,13857985986187993	0,9204778341693474	0,25	0	0
2,0	0,8052964301641252	2,0	0,07243483961569863	0,821790504153189	0,30200120532197583	0,25	1	0
6,0	0,7626767925324048	6,0	0,859219767475099	0,38702663120401914	0,9254252695214968	0,25	0	0
2,0	0,3180946650629729	1,0	0,06181270499885749	0,43597719122169243	0,7818284071876164	0,25	1	0
4,0	0,13726668380890172	4,0	0,3880841066092011	0,9487735328088123	0,23997318420245417	0,25	1	0
3,0	0,8729073362052843	3,0	0,8761317176282906	0,1998338117183862	0,2579732163316416	0,25	0	0
2,0	0,28932322432671975	6,0	0,26996546183478787	0,9707201719964086	0,34829295429828133	0,25	1	0
2,0	0,8013312424418922	5,0	0,24085213906225678	0,4896173777909463	0,9553950368426465	0,25	0	0
3,0	0,11528809139607066	4,0	0,7451528512285839	0,8289120324133333	0,1177182194863634	0,25	1	0
4,0	0,5580006980564485	3,0	0,648843577324187	0,6502816487506898	0,8378533712410793	0,25	1	0
2,0	0,11827097809010712	3,0	0,8906993695318827	0,3348725578826519	0,4507831523301653	0,25	0	0
3,0	0,9516178877867644	6,0	0,033662401149854526	0,1858255758029801	0,6760742090713597	0,25	0	0
5,0	0,4569244299514753	5,0	0,8641075726862905	0,39893997598199693	0,3016252581274338	0,25	0	0
2,0	0,3966039239070689	4,0	0,289357431803393	0,8816486469062942	0,0205324955725954	0,25	1	0
2,0	0,1743971966415666	4,0	0,26437353731162583	0,8074922272117405	0,5520627181640144	0,25	1	0
4,0	0,46297278171036416	1,0	0,10813390475448759	0,5781152172450971	0,3494717823628284	0,25	1	0
6,0	0,5166088292018552	4,0	0,06746384784073545	0,6785250207385274	0,4301150003499118	0,25	1	0
3,0	0,8767852172919295	1,0	0,7547171379562906	0,6658054081130325	0,037241699056482336	0,25	1	0
4,0	0,5430907011328864	3,0	0,8206460976208713	0,3387292248903814	0,7639448942478588	0,25	0	0
4,0	0,7846485755889084	4,0	0,5145210893158054	0,26240228825145284	0,11427314745912498	0,25	0	0
2,0	0,21787671845484236	5,0	0,07373879151195462	0,007582874014248175	0,9948215998265004	0,25	0	0
4,0	0,8369067699109073	3,0	0,810001733801826	0,7656014497434195	0,17370285066517543	0,25	1	0
1,0	0,021625894109659205	2,0	0,21802860208459784	0,821701368121917	0,4309548434000341	0,25	1	0
3,0	0,0614976309314178	2,0	0,5560044587149905	0,8011044106575594	0,6862287848345995	0,25	1	0
6,0	0,6042770755017803	4,0	0,43011063497364643	0,12392367928965176	0,7640319273192338	0,25	0	0
4,0	0,020793639375488504	1,0	0,0370692497037598	0,8877427721831501	0,4325501790413607	0,25	1	0
6,0	0,4227669987118532	3,0	0,5772271672909491	0,049767605163403505	0,7463067409128226	0,25	0	0
4,0	0,10283909863829188	1,0	0,8635141826131559	0,23952273430524684	0,4039896162555061	0,25	0	0
6,0	0,34869876099067554	4,0	0,0876647006225546	0,43257292388427593	0,5808819972976261	0,25	1	0
6,0	0,4677855746310903	3,0	0,3587586190722848	0,9625041576332272	0,7837868985846064	0,25	1	0
1,0	0,09763264196545918	1,0	0,9508189203425934	0,6207395857850483	0,9853377116869831	0,25	0	0
6,0	0,13249750578264363	2,0	0,9684324553154713	0,7104549458410694	0,43223965723160207	0,25	1	0
6,0	0,7739287305400402	1,0	0,1340767421653577	0,8512015410190227	0,9565888670083692	0,25	1	0
1,0	0,5613463286574374	6,0	0,10192487797019822	0,17484346795398964	0,9041054893432184	0,25	0	0
1,0	0,15618963170388933	3,0	0,9043522847917674	0,6308635471278621	0,12854005727532125	0,25	0	0
1,0	0,14039105018591846	3,0	0,08805632290347898	0,4648668144882945	0,062218168938578566	0,25	0	0
3,0	0,5323563275552828	1,0	0,6675599386775746	0,9272449638678175	0,5618393456735455	0,25	1	0
4,0	0,4863944214288415	3,0	0,1484205081515122	0,5148693705109688	0,05261108890586397	0,25	1	0
1,0	0,7293315363418372	4,0	0,435388840511467	0,07573629442947405	0,22959751887414026	0,25	0	0
1,0	0,46963566358691167	2,0	0,10379058354170123	0,9395297001746747	0,478349082850844	0,25	1	0
4,0	0,8997583639312381	5,0	0,3972281744329509	0,9103809176919272	0,3204873220218257	0,25	1	0
3,0	0,8034711052701083	5,0	0,21015884296587506	0,830099712938985	0,39978957712481	0,25	1	0
1,0	0,6761629033798343	5,0	0,19260273972764197	0,8283031695413415	0,6078269959418985	0,25	1	0
6,0	0,22957666496331786	2,0	0,7008882651694732	0,3056194754407744	0,36259205423243324	0,25	0	0
4,0	0,8666100570706242	3,0	0,22412419247249715	0,9857734357309035	0,4723194855027205	0,25	1	0
4,0	0,3051604908223967	5,0	0,6055622444048455	0,6194298614888277	0,5449476894851282	0,25	1	0
5,0	0,0957812132419279	6,0	0,007404167281321872	0,3024292525027783	0,18364382772337096	0,25	0	0
4,0	0,6062460073289144	1,0	0,7960860641571623	0,13744815404986632	0,740161366543923	0,25	1	0
6,0	0,8856139668812997	6,0	0,9951060624729531	0,5331543510467023	0,5621252925111241	0,25	1	0
5,0	0,017012062371798864	6,0	0,932087833088335	0,9698266896627833	0,7858480275505721	0,25	1	0
