numberOfPedestrians	probPed	numberOfPassengers	probPass	AltruismLevel	KnobLevel	Fitness	convieneSvolta	predAction
6,0	0,859207438804238	6,0	0,11080994843093939	0,4506947698049014	0,532892836863544	0	1	0
1,0	0,9084951848209201	2,0	0,21803358415889673	0,7344946623076174	0,7996414365746668	0	1	0
4,0	0,9908057575698022	6,0	0,36947786522924464	0,25934791130781565	0,3914172842756716	0	0	0
3,0	0,8891614259180736	3,0	0,5899170868749818	0,8799712229839564	0,4979609907962582	0	1	0
5,0	0,2987281518157414	1,0	0,9035237945364427	0,8412156806752709	0,018448894508534708	0	1	0
1,0	0,06423175144170712	2,0	0,10675298987564885	0,6628460970697502	0,27416588529296326	0	0	0
4,0	0,019902807137397893	6,0	0,29864919924974465	0,8635789596952811	0,21556628139855916	0	1	0
4,0	0,058506062990032914	5,0	0,21390017883133017	0,43492736942561616	0,2907267946760148	0	0	0
4,0	0,6175276867773597	6,0	0,7009495266998145	0,4958119834078244	0,23283534972992004	0	0	0
4,0	0,21141947105109515	4,0	0,36027628017082436	0,49389601244626313	0,9297290859649505	0	0	0
1,0	0,22491849206382275	1,0	0,6759097318441364	0,8781463898043447	0,9267465897615105	0	1	0
3,0	0,8290064042724286	3,0	0,8196608783309021	0,5316391695280047	0,42176071274379867	0	1	0
6,0	0,770377310014703	3,0	0,4144832737799896	0,5849895799119186	0,08899829344449495	0	1	0
4,0	0,3855633231977855	1,0	0,9194882157236428	0,3805913379713868	0,22121421097125626	0	1	0
2,0	0,7384672258412487	3,0	0,29703028812198873	0,1044225657539769	0,6631965654890989	0	0	0
6,0	0,2458656341138017	3,0	0,9986420650951443	0,47720953510157726	0,842236589099106	0	1	0
6,0	0,5902832153268027	3,0	0,7466196133173473	0,583966971558075	0,37185425760050916	0	1	0
3,0	0,19261813236309167	5,0	0,37116471863467093	0,4752760537429843	0,4641655556623271	0	0	0
1,0	0,42344384223304965	4,0	0,14015176849123379	0,1232309770549117	0,8424436500047648	0	0	0
1,0	0,8425096445484188	1,0	0,6556555933351389	0,4391737091059196	0,1782980363069835	0	1	0
4,0	0,6690964160733085	2,0	0,21515008763383214	0,6240932903231746	0,6291577206968757	0	1	0
1,0	0,2020034399682067	5,0	0,948996006645068	0,8786075667827852	0,04317980290843859	0	0	0
1,0	0,844117055901422	4,0	0,620162883392565	0,8826427769886703	0,3595723887964303	0	1	0
1,0	0,18480532752840229	2,0	0,43634285360645764	0,9638340034475575	0,4478963825079664	0	1	0
3,0	0,46309437478505755	6,0	0,14068182996252743	0,6133243783397824	0,9278146019050434	0	1	0
5,0	0,18520897652434154	1,0	0,013145701531274478	0,9820803048127277	0,08549053910930005	0	1	0
4,0	0,2774078592800233	6,0	0,2905736951151311	0,4601253716418584	0,1625510914992101	0	0	0
2,0	0,0503677262921568	2,0	0,0652223255933716	0,7638617042627158	0,38855685774215076	0	1	0
4,0	0,6315704736398822	2,0	0,6837577651335413	0,5903942597181998	0,8348279912428734	0	1	0
6,0	0,059055034929482164	4,0	0,9206197110703164	0,9088412150406718	0,04138396999653815	0	1	0
6,0	0,32070129355588595	6,0	0,3079979154703417	0,04380498099676711	0,5099255391818742	0	0	0
6,0	0,4184621790531752	3,0	0,2692199146266383	0,6396232368062851	0,6334768858292004	0	1	0
4,0	0,7660094200078337	4,0	0,2842034115858174	0,48979238400523306	0,28845963315335743	0	1	0
4,0	0,47187711959487866	6,0	0,45132929786953224	0,49063815953647105	0,246697138593305	0	0	0
3,0	0,30357369794005507	1,0	0,12048589269032706	0,025912900208182377	0,5109377809410618	0	0	0
6,0	0,33595421727326635	3,0	0,17082218855820153	0,6366333559445189	0,3172642659255681	0	1	0
3,0	0,6573815957097676	4,0	0,39406096995111095	0,004285317779668674	0,5410973428636956	0	0	0
3,0	0,8453941901419983	2,0	0,24549994898461824	0,9655067626560426	0,2749533921567112	0	1	0
3,0	0,15731710957263145	5,0	0,5516051329372339	0,34008485437976166	0,34270896356184344	0	0	0
1,0	0,721044949498472	4,0	0,4558806616632626	0,45763702319435917	0,9809287134958208	0	0	0
2,0	0,9811441488223418	6,0	0,2994010522259206	0,2805946266690069	0,04193686242974004	0	0	0
